date,Product_Item,demand_qty,lag_1,lag_7,lag_14,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,day_of_week,week_of_year,month,quarter,is_weekend
2021-01-02 13:27:19,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,53,1,1,1
2021-01-03 10:23:28,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,53,1,1,1
2021-01-26 23:25:38,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,4,1,1,0
2021-02-17 01:28:45,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,7,2,1,0
2021-03-25 15:39:39,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,12,3,1,0
2021-04-08 06:19:04,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,14,4,2,0
2021-04-11 17:15:05,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,14,4,2,1
2021-04-24 23:33:54,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,16,4,2,1
2021-04-28 14:27:56,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,17,4,2,0
2021-05-28 08:46:23,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,21,5,2,0
2021-06-07 15:40:20,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,23,6,2,0
2021-06-08 11:44:14,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,23,6,2,0
2021-06-09 16:54:19,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,23,6,2,0
2021-06-10 01:18:43,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,23,6,2,0
2021-06-10 12:32:25,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,23,6,2,0
2021-06-17 11:56:23,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,24,6,2,0
2021-06-27 11:40:58,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,25,6,2,1
2021-06-27 14:17:01,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,25,6,2,1
2021-07-18 09:49:23,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,28,7,3,1
2021-07-21 23:04:50,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,29,7,3,0
2021-07-23 19:48:08,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,29,7,3,0
2021-08-25 11:50:18,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,34,8,3,0
2021-09-07 19:41:12,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,36,9,3,0
2021-09-07 21:31:19,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,36,9,3,0
2021-09-20 09:47:35,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,38,9,3,0
2021-09-24 05:38:39,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,38,9,3,0
2021-10-03 16:41:21,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,39,10,4,1
2021-10-09 10:47:59,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,40,10,4,1
2021-10-21 07:31:32,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,42,10,4,0
2021-10-22 04:15:30,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,42,10,4,0
2021-10-23 06:49:58,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,42,10,4,1
2021-10-25 02:37:58,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,43,10,4,0
2021-10-27 02:49:31,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,43,10,4,0
2021-11-21 03:44:25,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,46,11,4,1
2021-11-25 13:33:54,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,47,11,4,0
2021-11-28 07:15:38,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,47,11,4,1
2021-11-28 08:13:44,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,47,11,4,1
2021-12-03 00:46:27,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,48,12,4,0
2021-12-10 00:22:34,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,49,12,4,0
2021-12-10 09:50:26,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,49,12,4,0
2022-01-05 00:50:42,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,1,1,1,0
2022-01-10 11:32:29,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,2,1,1,0
2022-01-10 18:15:06,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,2,1,1,0
2022-01-14 09:42:25,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,2,1,1,0
2022-01-17 10:27:49,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,3,1,1,0
2022-01-27 02:08:33,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,4,1,1,0
2022-02-08 19:08:35,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,6,2,1,0
2022-02-27 13:23:33,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,8,2,1,1
2022-03-07 18:43:01,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,10,3,1,0
2022-03-12 02:59:59,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,10,3,1,1
2022-03-18 21:26:34,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,11,3,1,0
2022-03-20 21:21:40,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,11,3,1,1
2022-03-21 08:30:22,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,12,3,1,0
2022-04-06 04:49:53,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,14,4,2,0
2022-04-25 05:51:17,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,17,4,2,0
2022-04-29 03:04:09,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,17,4,2,0
2022-05-13 09:50:08,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,19,5,2,0
2022-05-25 22:19:08,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,21,5,2,0
2022-06-01 20:13:04,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,22,6,2,0
2022-06-13 16:17:29,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,24,6,2,0
2022-06-17 10:55:02,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,24,6,2,0
2022-06-23 07:02:32,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,25,6,2,0
2022-07-17 17:28:02,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,28,7,3,1
2022-07-30 03:54:32,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,30,7,3,1
2022-08-06 18:49:42,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,31,8,3,1
2022-08-07 01:30:35,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,31,8,3,1
2022-08-12 18:16:27,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,32,8,3,0
2022-08-16 12:29:29,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,33,8,3,0
2022-08-21 20:31:05,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,33,8,3,1
2022-08-24 12:10:29,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,34,8,3,0
2022-09-10 22:24:49,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,36,9,3,1
2022-09-13 18:19:00,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,37,9,3,0
2022-09-23 05:20:35,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,38,9,3,0
2022-10-08 23:16:57,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,40,10,4,1
2022-10-11 12:58:54,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,41,10,4,0
2022-10-14 06:57:29,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,41,10,4,0
2022-10-14 22:44:20,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,41,10,4,0
2022-10-29 07:55:06,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,43,10,4,1
2022-10-31 09:38:24,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,44,10,4,0
2022-10-31 14:20:56,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,44,10,4,0
2022-11-13 05:25:04,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,45,11,4,1
2022-11-17 03:39:02,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,46,11,4,0
2022-12-16 02:06:42,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,50,12,4,0
2022-12-28 08:25:40,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,52,12,4,0
2022-12-29 20:22:29,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,52,12,4,0
2022-12-31 18:46:00,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,52,12,4,1
2023-01-05 07:39:27,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,1,1,1,0
2023-01-08 07:58:42,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,1,1,1,1
2023-01-12 13:03:51,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,2,1,1,0
2023-01-15 16:31:15,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,2,1,1,1
2023-02-01 18:05:02,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,5,2,1,0
2023-02-20 01:04:09,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,8,2,1,0
2023-03-12 06:33:21,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,10,3,1,1
2023-03-14 03:12:10,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,11,3,1,0
2023-03-25 20:34:52,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,12,3,1,1
2023-03-26 15:28:19,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,12,3,1,1
2023-03-27 22:20:51,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,13,3,1,0
2023-03-29 15:16:22,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,13,3,1,0
2023-04-06 00:57:07,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,14,4,2,0
2023-04-09 00:41:18,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,14,4,2,1
2023-04-10 13:50:25,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,15,4,2,0
2023-04-12 01:18:43,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,15,4,2,0
2023-04-18 05:30:47,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,16,4,2,0
2023-04-19 14:14:45,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,16,4,2,0
2023-04-20 01:36:55,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,16,4,2,0
2023-04-27 23:39:53,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,17,4,2,0
2023-05-03 02:27:54,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,18,5,2,0
2023-05-12 07:31:08,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,19,5,2,0
2023-06-13 23:58:24,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,24,6,2,0
2023-06-23 10:04:24,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,25,6,2,0
2023-07-03 10:27:34,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,27,7,3,0
2023-07-05 05:39:36,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,27,7,3,0
2023-07-11 12:32:02,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,28,7,3,0
2023-07-12 16:33:39,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,28,7,3,0
2023-07-14 21:12:48,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,28,7,3,0
2023-07-17 09:52:40,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,29,7,3,0
2023-07-30 21:30:44,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,30,7,3,1
2023-08-29 02:26:55,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,35,8,3,0
2023-09-20 21:00:52,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,38,9,3,0
2023-10-16 01:40:22,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,42,10,4,0
2023-10-23 11:40:08,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,43,10,4,0
2023-11-22 14:58:40,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,47,11,4,0
2023-11-24 06:28:41,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,47,11,4,0
2023-11-25 23:07:19,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,47,11,4,1
2023-11-27 07:47:33,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,48,11,4,0
2023-12-14 05:49:51,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,50,12,4,0
2023-12-23 12:25:13,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,51,12,4,1
2023-12-25 08:55:26,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,52,12,4,0
2023-12-29 13:27:24,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,52,12,4,0
2023-12-29 15:17:22,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,52,12,4,0
2024-01-10 10:37:13,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,2,1,1,0
2024-01-18 01:18:39,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,3,1,1,0
2024-01-22 13:24:51,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,4,1,1,0
2024-01-23 20:18:01,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,4,1,1,0
2024-02-14 13:43:46,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,7,2,1,0
2024-02-17 19:22:52,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,7,2,1,1
2024-02-18 01:23:23,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,7,2,1,1
2024-02-28 20:35:40,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,9,2,1,0
2024-03-24 01:19:40,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,12,3,1,1
2024-03-31 14:30:22,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,13,3,1,1
2024-04-02 07:34:22,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,14,4,2,0
2024-04-18 01:53:22,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,16,4,2,0
2024-05-09 09:00:26,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,19,5,2,0
2024-05-11 21:21:56,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,19,5,2,1
2024-05-18 10:49:54,['Air Freshener'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,20,5,2,1
2020-01-25 14:25:45,['Apple'],1,,,,1.0,0.0,1.0,0.0,5,4,1,1,1
2020-01-27 04:05:24,['Apple'],1,1.0,,,1.0,0.0,1.0,0.0,0,5,1,1,0
2020-02-04 16:26:51,['Apple'],1,1.0,,,1.0,0.0,1.0,0.0,1,6,2,1,0
2020-02-12 01:32:18,['Apple'],1,1.0,,,1.0,0.0,1.0,0.0,2,7,2,1,0
2020-02-16 09:49:30,['Apple'],1,1.0,,,1.0,0.0,1.0,0.0,6,7,2,1,1
2020-02-28 08:40:27,['Apple'],1,1.0,,,1.0,0.0,1.0,0.0,4,9,2,1,0
2020-03-12 03:36:20,['Apple'],1,1.0,,,1.0,0.0,1.0,0.0,3,11,3,1,0
2020-03-19 05:02:30,['Apple'],1,1.0,1.0,,1.0,0.0,1.0,0.0,3,12,3,1,0
2020-03-28 09:00:12,['Apple'],1,1.0,1.0,,1.0,0.0,1.0,0.0,5,13,3,1,1
2020-04-02 14:22:34,['Apple'],1,1.0,1.0,,1.0,0.0,1.0,0.0,3,14,4,2,0
2020-04-16 05:08:11,['Apple'],1,1.0,1.0,,1.0,0.0,1.0,0.0,3,16,4,2,0
2020-05-03 09:04:43,['Apple'],1,1.0,1.0,,1.0,0.0,1.0,0.0,6,18,5,2,1
2020-05-12 14:37:31,['Apple'],1,1.0,1.0,,1.0,0.0,1.0,0.0,1,20,5,2,0
2020-05-13 11:12:14,['Apple'],1,1.0,1.0,,1.0,0.0,1.0,0.0,2,20,5,2,0
2020-06-03 06:23:20,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,23,6,2,0
2020-06-06 15:58:05,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,23,6,2,1
2020-06-10 17:15:03,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,24,6,2,0
2020-06-11 22:09:27,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,24,6,2,0
2020-06-26 17:07:48,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,26,6,2,0
2020-07-30 10:17:16,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,31,7,3,0
2020-08-19 16:49:54,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,34,8,3,0
2020-09-27 06:01:14,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,39,9,3,1
2020-09-28 03:38:21,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,40,9,3,0
2020-10-07 22:25:32,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,41,10,4,0
2020-10-08 07:12:26,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,41,10,4,0
2020-10-28 03:43:30,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,44,10,4,0
2020-10-30 08:27:45,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,44,10,4,0
2020-11-15 14:01:00,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,46,11,4,1
2020-11-24 07:43:25,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,48,11,4,0
2020-12-01 03:48:00,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,49,12,4,0
2020-12-19 03:39:40,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,51,12,4,1
2021-01-03 07:55:22,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,53,1,1,1
2021-01-09 04:20:40,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,1,1,1,1
2021-01-16 06:51:14,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,2,1,1,1
2021-01-18 13:44:49,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,3,1,1,0
2021-02-05 14:09:20,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,5,2,1,0
2021-02-06 08:59:40,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,5,2,1,1
2021-02-27 21:43:22,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,8,2,1,1
2021-03-16 23:53:19,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,11,3,1,0
2021-03-20 15:43:29,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,11,3,1,1
2021-04-02 01:18:36,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,13,4,2,0
2021-04-10 10:34:56,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,14,4,2,1
2021-04-13 18:25:07,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,15,4,2,0
2021-05-02 01:58:49,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,17,5,2,1
2021-06-27 22:02:36,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,25,6,2,1
2021-08-09 15:35:19,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,32,8,3,0
2021-08-23 14:26:20,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,34,8,3,0
2021-09-21 22:57:27,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,38,9,3,0
2021-10-09 10:08:46,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,40,10,4,1
2021-10-24 00:33:12,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,42,10,4,1
2021-10-29 15:21:20,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4,43,10,4,0
2021-11-02 11:02:39,['Apple'],1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,44,11,4,0
