sku,date,ensemble_forecast
S001_P0013,2023-12-29,199.92904433573736
S001_P0013,2023-12-30,136.97152509719777
S001_P0013,2023-12-31,154.75721089379508
S001_P0013,2024-01-01,139.56971606835754
S001_P0014,2023-12-26,209.1681586161699
S001_P0014,2023-12-27,135.99085288832188
S001_P0014,2023-12-28,186.68152536751558
S001_P0014,2023-12-29,216.62862006260903
S001_P0014,2023-12-30,116.34206442142181
S001_P0014,2023-12-31,194.2358249662022
S001_P0014,2024-01-01,151.39569256505706
S001_P0015,2023-12-26,157.19148060060397
S001_P0015,2023-12-27,151.10194936483077
S001_P0015,2023-12-28,128.2609040348276
S001_P0015,2023-12-29,99.34951351218646
S001_P0015,2023-12-30,82.38758291937276
S001_P0015,2023-12-31,130.31213031215077
S001_P0015,2024-01-01,228.00419110841315
S001_P0016,2023-12-26,123.10636236549544
S001_P0016,2023-12-27,192.76827128210834
S001_P0016,2023-12-28,175.39774897843793
S001_P0016,2023-12-29,147.62258681361155
S001_P0016,2023-12-30,84.01211171107961
S001_P0016,2023-12-31,148.88577949396742
S001_P0016,2024-01-01,151.96787852785616
S001_P0017,2023-12-26,169.51441151670855
S001_P0017,2023-12-27,122.47559079026236
S001_P0017,2023-12-28,70.78974325939052
S001_P0017,2023-12-29,103.65353859715489
S001_P0017,2023-12-30,159.72216568739825
S001_P0017,2023-12-31,120.73419875878604
S001_P0017,2024-01-01,262.39779994158926
S001_P0018,2023-12-26,161.07040026058885
S001_P0018,2023-12-27,133.5100569160652
S001_P0018,2023-12-28,115.81302031701821
S001_P0018,2023-12-29,174.15583341535574
S001_P0018,2023-12-30,81.32138657982507
S001_P0018,2023-12-31,81.04841023216204
S001_P0018,2024-01-01,175.96649007716087
S001_P0019,2023-12-26,138.93531482295168
S001_P0019,2023-12-27,101.13169168299012
S001_P0019,2023-12-28,183.9794698500545
S001_P0019,2023-12-29,66.16206571082978
S001_P0019,2023-12-30,125.27901077779106
S001_P0019,2023-12-31,142.48537881989503
S001_P0019,2024-01-01,120.60522646153761
S001_P0020,2023-12-26,140.10577890710758
S001_P0020,2023-12-27,157.46434572220102
S001_P0020,2023-12-28,155.72588964337498
S001_P0020,2023-12-29,151.92004559816277
S001_P0020,2023-12-30,199.99960786987967
S001_P0020,2023-12-31,105.75346281351915
S001_P0020,2024-01-01,132.9947142781097
S002_P0001,2023-12-26,149.70867323397232
S002_P0001,2023-12-27,244.31673049834603
S002_P0001,2023-12-28,152.24707659002533
S002_P0001,2023-12-29,111.29296885979159
S002_P0001,2023-12-30,225.78240237500316
S002_P0001,2023-12-31,141.15427414684711
S002_P0001,2024-01-01,165.86323694161166
S002_P0002,2023-12-26,89.01101753834384
S002_P0002,2023-12-27,71.69259304897379
S002_P0002,2023-12-28,116.86875982731142
S002_P0002,2023-12-29,35.741462223594226
S002_P0002,2023-12-30,84.20268554196932
S002_P0002,2023-12-31,160.36808446629615
S002_P0002,2024-01-01,74.70701801210635
S002_P0003,2023-12-26,99.9753793175902
S002_P0003,2023-12-27,166.31258140319133
S002_P0003,2023-12-28,117.0874589343412
S002_P0003,2023-12-29,129.8100702145092
S002_P0003,2023-12-30,170.99687347217576
S002_P0003,2023-12-31,157.00436102447355
S002_P0003,2024-01-01,153.59653587328773
S002_P0004,2023-12-26,113.38395006930935
S002_P0004,2023-12-27,180.94255569893585
S002_P0004,2023-12-28,215.27303124252765
S002_P0004,2023-12-29,149.0870696801212
S002_P0004,2023-12-30,147.81116464669358
S002_P0004,2023-12-31,186.48711812208182
S002_P0004,2024-01-01,175.16922664641018
S002_P0005,2023-12-26,139.28212088960962
S002_P0005,2023-12-27,157.60586096770732
S002_P0005,2023-12-28,139.70505053296972
S002_P0005,2023-12-29,150.96328218323927
S002_P0005,2023-12-30,86.40944654914279
S002_P0005,2023-12-31,165.42261644104082
S002_P0005,2024-01-01,158.05818032012675
S002_P0006,2023-12-26,117.25933286835861
S002_P0006,2023-12-27,104.23682738296665
S002_P0006,2023-12-28,162.93938265997608
S002_P0006,2023-12-29,161.20952460562188
S002_P0006,2023-12-30,149.29115238066743
S002_P0006,2023-12-31,115.95035318008965
S002_P0006,2024-01-01,191.4567681601494
S002_P0007,2023-12-26,195.5285414028487
S002_P0007,2023-12-27,175.12219384812755
S002_P0007,2023-12-28,153.39310090300228
S002_P0007,2023-12-29,148.72931599892016
S002_P0007,2023-12-30,100.59641607976047
S002_P0007,2023-12-31,115.40869750098388
S002_P0007,2024-01-01,137.75475378640482
S002_P0008,2023-12-26,187.48945633039477
S002_P0008,2023-12-27,125.08056538377134
S002_P0008,2023-12-28,117.13696580803052
S002_P0008,2023-12-29,195.19803463300946
S002_P0008,2023-12-30,143.1043039118816
S002_P0008,2023-12-31,151.07652798995943
S002_P0008,2024-01-01,84.45633299393029
S002_P0009,2023-12-26,155.55408541295697
S002_P0009,2023-12-27,142.35650960477074
S002_P0009,2023-12-28,161.04623321868544
S002_P0009,2023-12-29,147.9688363683613
S002_P0009,2023-12-30,174.87141619088027
S002_P0009,2023-12-31,185.93782542950365
S002_P0009,2024-01-01,116.0552828126687
S002_P0010,2023-12-26,116.97773060085717
S002_P0010,2023-12-27,135.11739922343466
S002_P0010,2023-12-28,92.1110416044827
S002_P0010,2023-12-29,129.14386864399458
S002_P0010,2023-12-30,106.78641337032414
S002_P0010,2023-12-31,187.6832360035823
S002_P0010,2024-01-01,136.7087272338928
S002_P0011,2023-12-26,112.8778908244065
S002_P0011,2023-12-27,112.81112971919543
S002_P0011,2023-12-28,102.96315574907983
S002_P0011,2023-12-29,173.1493643467606
S002_P0011,2023-12-30,149.52561276443896
S002_P0011,2023-12-31,134.3751656118727
S002_P0011,2024-01-01,199.96480758494516
S002_P0012,2023-12-26,108.01801422408012
S002_P0012,2023-12-27,127.53796447843524
S002_P0012,2023-12-28,181.60739849193487
S002_P0012,2023-12-29,107.24289688068349
S002_P0012,2023-12-30,156.22328904852188
S002_P0012,2023-12-31,166.8524870476405
S002_P0012,2024-01-01,153.00340441812364
S002_P0013,2023-12-26,147.0283818908369
S002_P0013,2023-12-27,128.12332013896216
S002_P0013,2023-12-28,145.96187656370392
S002_P0013,2023-12-29,146.3841517582353
S002_P0013,2023-12-30,149.6926488625473
S002_P0013,2023-12-31,215.20741732629847
S002_P0013,2024-01-01,191.55646957846363
S002_P0014,2023-12-26,96.91206326395681
S002_P0014,2023-12-27,100.31772128346583
S002_P0014,2023-12-28,123.33451276179606
S002_P0014,2023-12-29,174.81306057359882
S002_P0014,2023-12-30,64.74636003684216
S002_P0014,2023-12-31,111.81803174864844
S002_P0014,2024-01-01,99.2869896406417
S002_P0015,2023-12-26,98.79986778571724
S002_P0015,2023-12-27,214.5879593248102
S002_P0015,2023-12-28,125.9507793151662
S002_P0015,2023-12-29,107.3687073342256
S002_P0015,2023-12-30,191.30176124672326
S002_P0015,2023-12-31,139.72546400303446
S002_P0015,2024-01-01,141.8981542272768
S002_P0016,2023-12-26,126.75517571220774
S002_P0016,2023-12-27,222.80454402770283
S002_P0016,2023-12-28,162.29726995562115
S002_P0016,2023-12-29,144.84232696026925
S002_P0016,2023-12-30,152.697653479907
S002_P0016,2023-12-31,157.69573464763323
S002_P0016,2024-01-01,156.64387075320545
S002_P0017,2023-12-26,88.30899323779786
S002_P0017,2023-12-27,161.7691511340169
S002_P0017,2023-12-28,153.712805920013
S002_P0017,2023-12-29,83.05740958351906
S002_P0017,2023-12-30,133.69613937806218
S002_P0017,2023-12-31,155.89331093683754
S002_P0017,2024-01-01,78.24179954572882
S002_P0018,2023-12-26,103.34361120640055
S002_P0018,2023-12-27,125.37808630537891
S002_P0018,2023-12-28,123.7733046133387
S002_P0018,2023-12-29,177.77736236543592
S002_P0018,2023-12-30,104.62979168643704
S002_P0018,2023-12-31,157.54720665035083
S002_P0018,2024-01-01,129.4884338200489
S002_P0019,2023-12-26,117.94648553550756
S002_P0019,2023-12-27,117.43196739897758
S002_P0019,2023-12-28,85.02923993459946
S002_P0019,2023-12-29,120.74350372686088
S002_P0019,2023-12-30,109.99650008773986
S002_P0019,2023-12-31,161.7953320276602
S002_P0019,2024-01-01,87.85104715869983
S002_P0020,2023-12-26,147.2932198329639
S002_P0020,2023-12-27,158.106903798793
S002_P0020,2023-12-28,132.2194553542668
S002_P0020,2023-12-29,100.3924791194844
S002_P0020,2023-12-30,69.4136983851804
S002_P0020,2023-12-31,162.36173613940252
S002_P0020,2024-01-01,183.2687106278407
S003_P0001,2023-12-26,97.67283065214545
S003_P0001,2023-12-27,140.79549336506022
S003_P0001,2023-12-28,127.8662459539507
S003_P0001,2023-12-29,148.12489441059475
S003_P0001,2023-12-30,89.96054367622911
S003_P0001,2023-12-31,86.35635333316138
S003_P0001,2024-01-01,115.68664094287908
S003_P0002,2023-12-26,128.56854465201963
S003_P0002,2023-12-27,111.18028023092646
S003_P0002,2023-12-28,81.73907121601145
S003_P0002,2023-12-29,101.15038997534427
S003_P0002,2023-12-30,108.99807951433625
S003_P0002,2023-12-31,140.7021366422321
S003_P0002,2024-01-01,83.35421254530522
S003_P0003,2023-12-26,121.80309413322458
S003_P0003,2023-12-27,95.09051693879174
S003_P0003,2023-12-28,76.15167943800404
S003_P0003,2023-12-29,201.5197198275934
S003_P0003,2023-12-30,116.16872021892947
S003_P0003,2023-12-31,143.42224257867596
S003_P0003,2024-01-01,83.29889853736375
S003_P0004,2023-12-26,79.8434271780446
S003_P0004,2023-12-27,123.10053099273472
S003_P0004,2023-12-28,81.85045960852507
S003_P0004,2023-12-29,68.8005132817924
S003_P0004,2023-12-30,137.44279473027254
S003_P0004,2023-12-31,140.79233887299694
S003_P0004,2024-01-01,124.191429144438
S003_P0005,2023-12-26,206.87058366783629
S003_P0005,2023-12-27,128.66680642931863
S003_P0005,2023-12-28,105.72924994042751
S003_P0005,2023-12-29,82.74886330552698
S003_P0005,2023-12-30,106.35926333346066
S003_P0005,2023-12-31,137.4998199143087
S003_P0005,2024-01-01,193.95585152439145
S003_P0006,2023-12-26,96.89246939418102
S003_P0006,2023-12-27,123.7388713441241
S003_P0006,2023-12-28,153.2716899826776
S003_P0006,2023-12-29,124.22672028810241
S003_P0006,2023-12-30,70.44630106862462
S003_P0006,2023-12-31,126.58635232674686
S003_P0006,2024-01-01,142.46383862769028
S003_P0007,2023-12-26,160.90172152404966
S003_P0007,2023-12-27,93.90916279616167
S003_P0007,2023-12-28,122.37986103059025
S003_P0007,2023-12-29,125.17511910657686
S003_P0007,2023-12-30,94.53958830893976
S003_P0007,2023-12-31,108.0752377663119
S003_P0007,2024-01-01,131.44019107091378
S003_P0008,2023-12-26,47.84430270590211
S003_P0008,2023-12-27,135.544035091078
S003_P0008,2023-12-28,116.47470188357424
S003_P0008,2023-12-29,96.3022955014246
S003_P0008,2023-12-30,115.53966174855356
S003_P0008,2023-12-31,130.4555437504605
S003_P0008,2024-01-01,138.2410916145289
S003_P0009,2023-12-26,136.76308855957757
S003_P0009,2023-12-27,64.6008413611403
S003_P0009,2023-12-28,93.32280553877392
S003_P0009,2023-12-29,143.44755189283308
S003_P0009,2023-12-30,159.23389159368392
S003_P0009,2023-12-31,180.45107288192577
S003_P0009,2024-01-01,71.92314733773894
S003_P0010,2023-12-26,123.03629598792088
S003_P0010,2023-12-27,127.82510789067949
S003_P0010,2023-12-28,58.11933910822205
S003_P0010,2023-12-29,117.56804213708557
S003_P0010,2023-12-30,206.61883097348147
S003_P0010,2023-12-31,146.4223134544579
S003_P0010,2024-01-01,175.76342983845598
S003_P0011,2023-12-26,245.5043912769272
S003_P0011,2023-12-27,143.39705247361067
S003_P0011,2023-12-28,155.0019470350137
S003_P0011,2023-12-29,110.28913084707926
S003_P0011,2023-12-30,107.92863154858836
S003_P0011,2023-12-31,104.62022620694947
S003_P0011,2024-01-01,141.07612803429964
S003_P0012,2023-12-26,160.1000460611752
S003_P0012,2023-12-27,142.687655369722
S003_P0012,2023-12-28,113.02361961347772
S003_P0012,2023-12-29,143.3563386699945
S003_P0012,2023-12-30,135.68233011406306
S003_P0012,2023-12-31,152.0010086759102
S003_P0012,2024-01-01,137.14480834083696
S003_P0013,2023-12-26,99.88060870193331
S003_P0013,2023-12-27,132.29975587698732
S003_P0013,2023-12-28,133.2556184820515
S003_P0013,2023-12-29,92.75627898526353
S003_P0013,2023-12-30,127.11719817432126
S003_P0013,2023-12-31,90.24743168640003
S003_P0013,2024-01-01,200.1998945342738
S003_P0014,2023-12-26,186.5429191924499
S003_P0014,2023-12-27,72.62267533080914
S003_P0014,2023-12-28,123.10250003866142
S003_P0014,2023-12-29,224.71509303528455
S003_P0014,2023-12-30,88.40170151276271
S003_P0014,2023-12-31,187.5167016790491
S003_P0014,2024-01-01,181.2821264607607
S003_P0015,2023-12-26,122.56077427769699
S003_P0015,2023-12-27,141.21067461359186
S003_P0015,2023-12-28,163.87236850285728
S003_P0015,2023-12-29,95.20951481566577
S003_P0015,2023-12-30,220.05573672124612
S003_P0015,2023-12-31,152.99038325079349
S003_P0015,2024-01-01,123.57076190859101
S003_P0016,2023-12-26,239.7251472151768
S003_P0016,2023-12-27,178.98624950872573
S003_P0016,2023-12-28,149.48082301180804
S003_P0016,2023-12-29,119.37394677323707
S003_P0016,2023-12-30,151.70497087642335
S003_P0016,2023-12-31,116.56195896169083
S003_P0016,2024-01-01,123.99618126628242
S003_P0017,2023-12-26,214.5885787083617
S003_P0017,2023-12-27,153.43643303038112
S003_P0017,2023-12-28,125.65440398358746
S003_P0017,2023-12-29,109.76388938209377
S003_P0017,2023-12-30,111.146424451124
S003_P0017,2023-12-31,186.25318168067457
S003_P0017,2024-01-01,159.2019682067522
S003_P0018,2023-12-26,110.83912785315738
S003_P0018,2023-12-27,169.91487927384463
S003_P0018,2023-12-28,126.37712119340479
S003_P0018,2023-12-29,67.60412470433455
S003_P0018,2023-12-30,138.0599325505902
S003_P0018,2023-12-31,199.73879119602285
S003_P0018,2024-01-01,145.50790236127978
S003_P0019,2023-12-26,142.72122537449047
S003_P0019,2023-12-27,116.68582458424294
S003_P0019,2023-12-28,248.43029910891923
S003_P0019,2023-12-29,152.42033349680005
S003_P0019,2023-12-30,159.3443958378702
S003_P0019,2023-12-31,123.96968283789485
S003_P0019,2024-01-01,147.10312508136715
S003_P0020,2023-12-26,85.22434879085154
S003_P0020,2023-12-27,128.8017189446447
S003_P0020,2023-12-28,131.28102834220388
S003_P0020,2023-12-29,124.91197803909077
S003_P0020,2023-12-30,162.00532478197846
S003_P0020,2023-12-31,210.99403634029034
S003_P0020,2024-01-01,220.35536789968532
S004_P0001,2023-12-26,162.10009243855313
S004_P0001,2023-12-27,162.7112485976512
S004_P0001,2023-12-28,158.9136019909878
S004_P0001,2023-12-29,46.418743296460434
S004_P0001,2023-12-30,167.10881053653
S004_P0001,2023-12-31,133.9166704913581
S004_P0001,2024-01-01,150.86769796810637
S004_P0002,2023-12-26,157.7192684902007
S004_P0002,2023-12-27,115.27178856600244
S004_P0002,2023-12-28,120.07041548482819
S004_P0002,2023-12-29,127.6533839684865
S004_P0002,2023-12-30,114.506788280468
S004_P0002,2023-12-31,179.79575389560853
S004_P0002,2024-01-01,141.6435172915964
S004_P0003,2023-12-26,152.23243524172855
S004_P0003,2023-12-27,167.94680885411464
S004_P0003,2023-12-28,75.30836533472848
S004_P0003,2023-12-29,88.28406594219506
S004_P0003,2023-12-30,132.3187888106155
S004_P0003,2023-12-31,138.9036021962096
S004_P0003,2024-01-01,187.01167767204817
S004_P0004,2023-12-26,109.89526006008583
S004_P0004,2023-12-27,166.3433033954625
S004_P0004,2023-12-28,157.77883856996
S004_P0004,2023-12-29,126.50967448485699
S004_P0004,2023-12-30,101.2978903820412
S004_P0004,2023-12-31,154.61239942999077
S004_P0004,2024-01-01,230.75149476763673
S004_P0005,2023-12-26,190.1099389462766
S004_P0005,2023-12-27,125.27407108745541
S004_P0005,2023-12-28,113.77887258871729
S004_P0005,2023-12-29,150.58405089967363
S004_P0005,2023-12-30,105.06967532945646
S004_P0005,2023-12-31,160.73153282549566
S004_P0005,2024-01-01,146.44708680641202
S004_P0006,2023-12-26,133.66531848950243
S004_P0006,2023-12-27,158.51839727474413
S004_P0006,2023-12-28,94.39559704472153
S004_P0006,2023-12-29,200.0468918248527
S004_P0006,2023-12-30,106.1063326405333
S004_P0006,2023-12-31,127.77192893249705
S004_P0006,2024-01-01,178.87346415474397
S004_P0007,2023-12-26,115.74337749108403
S004_P0007,2023-12-27,128.9285960706619
S004_P0007,2023-12-28,111.79606267210451
S004_P0007,2023-12-29,115.78699714466954
S004_P0007,2023-12-30,152.69900950895868
S004_P0007,2023-12-31,76.43074540664118
S004_P0007,2024-01-01,142.37552347561808
S004_P0008,2023-12-26,122.72659300772543
S004_P0008,2023-12-27,124.08871431151809
S004_P0008,2023-12-28,108.1676778914756
S004_P0008,2023-12-29,81.28358362069054
S004_P0008,2023-12-30,112.3128157293992
S004_P0008,2023-12-31,108.77611193538935
S004_P0008,2024-01-01,148.7630596527166
S004_P0009,2023-12-26,100.57141211205858
S004_P0009,2023-12-27,115.0134944431189
S004_P0009,2023-12-28,171.70494257716854
S004_P0009,2023-12-29,100.17827990173062
S004_P0009,2023-12-30,119.76242695316816
S004_P0009,2023-12-31,169.65334762544433
S004_P0009,2024-01-01,157.83199243514872
S004_P0010,2023-12-26,115.13078773866238
S004_P0010,2023-12-27,98.02765509783745
S004_P0010,2023-12-28,103.04592394385273
S004_P0010,2023-12-29,94.00126204870816
S004_P0010,2023-12-30,131.55273040680714
S004_P0010,2023-12-31,58.08271209839587
S004_P0010,2024-01-01,182.48088083788969
S004_P0011,2023-12-26,133.7224435097657
S004_P0011,2023-12-27,206.25370519878032
S004_P0011,2023-12-28,70.9738042553141
S004_P0011,2023-12-29,149.94338762622698
S004_P0011,2023-12-30,154.2648944495393
S004_P0011,2023-12-31,106.35184711884591
S004_P0011,2024-01-01,113.67964265784529
S004_P0012,2023-12-26,151.4669180776252
S004_P0012,2023-12-27,159.12640840239493
S004_P0012,2023-12-28,108.7574246625628
S004_P0012,2023-12-29,121.6448735806147
S004_P0012,2023-12-30,174.82534060321956
S004_P0012,2023-12-31,103.84016172259219
S004_P0012,2024-01-01,114.55418675859572
S004_P0013,2023-12-26,91.38983615189944
S004_P0013,2023-12-27,126.22629862683262
S004_P0013,2023-12-28,126.0752580446249
S004_P0013,2023-12-29,166.27651809844122
S004_P0013,2023-12-30,165.72918054395174
S004_P0013,2023-12-31,146.2322002915766
S004_P0013,2024-01-01,112.23507426953985
S004_P0014,2023-12-26,123.72403866273575
S004_P0014,2023-12-27,120.03569237016686
S004_P0014,2023-12-28,133.60221477725779
S004_P0014,2023-12-29,129.42148000716338
S004_P0014,2023-12-30,87.97654884824206
S004_P0014,2023-12-31,119.94807673046205
S004_P0014,2024-01-01,126.80189202706889
S004_P0015,2023-12-26,179.55786640063562
S004_P0015,2023-12-27,165.84242709767065
S004_P0015,2023-12-28,138.6909522962471
S004_P0015,2023-12-29,120.36728366545073
S004_P0015,2023-12-30,126.39292421123163
S004_P0015,2023-12-31,116.85046923783226
S004_P0015,2024-01-01,190.04214310981203
S004_P0016,2023-12-26,172.0294043103084
S004_P0016,2023-12-27,152.13891485950052
S004_P0016,2023-12-28,190.12409478717336
S004_P0016,2023-12-29,146.53194563318607
S004_P0016,2023-12-30,160.74880438483655
S004_P0016,2023-12-31,126.16998460087794
S004_P0016,2024-01-01,83.50139197149309
S004_P0017,2023-12-26,154.0698815748145
S004_P0017,2023-12-27,83.52267111515926
S004_P0017,2023-12-28,123.2554925531267
S004_P0017,2023-12-29,179.99960268515284
S004_P0017,2023-12-30,89.42199049408961
S004_P0017,2023-12-31,116.57491693384927
S004_P0017,2024-01-01,185.0005220237728
S004_P0018,2023-12-26,174.73287236193164
S004_P0018,2023-12-27,127.28561210219921
S004_P0018,2023-12-28,164.30323235206828
S004_P0018,2023-12-29,164.2724135859504
S004_P0018,2023-12-30,132.6779899576203
S004_P0018,2023-12-31,136.89871555037413
S004_P0018,2024-01-01,105.6786423342551
S004_P0019,2023-12-26,147.6215150495857
S004_P0019,2023-12-27,60.847306610400565
S004_P0019,2023-12-28,114.94001040430769
S004_P0019,2023-12-29,110.25703096152839
S004_P0019,2023-12-30,60.90570471692442
S004_P0019,2023-12-31,95.92389294753123
S004_P0019,2024-01-01,178.92833159860285
S004_P0020,2023-12-26,97.33599298559199
S004_P0020,2023-12-27,64.6256312434093
S004_P0020,2023-12-28,101.58973887165757
S004_P0020,2023-12-29,157.00162482608098
S004_P0020,2023-12-30,85.97424286342141
S004_P0020,2023-12-31,77.34700070387412
S004_P0020,2024-01-01,178.00311021763528
S005_P0001,2023-12-26,127.3008578423266
S005_P0001,2023-12-27,212.5664720763672
S005_P0001,2023-12-28,165.389255744623
S005_P0001,2023-12-29,176.38634870068108
S005_P0001,2023-12-30,148.31402012289203
S005_P0001,2023-12-31,192.58324472608027
S005_P0001,2024-01-01,154.9491126147345
S005_P0002,2023-12-26,93.0287473388994
S005_P0002,2023-12-27,139.2372968444734
S005_P0002,2023-12-28,138.23284049908193
S005_P0002,2023-12-29,211.0575673169846
S005_P0002,2023-12-30,198.26188644896692
S005_P0002,2023-12-31,144.89834323370286
S005_P0002,2024-01-01,172.8483452007697
S005_P0003,2023-12-26,174.19410210409777
S005_P0003,2023-12-27,127.15481436667727
S005_P0003,2023-12-28,145.24522459578517
S005_P0003,2023-12-29,140.01724821707097
S005_P0003,2023-12-30,81.12585377582751
S005_P0003,2023-12-31,150.4269424404169
S005_P0003,2024-01-01,188.57219536417702
S005_P0004,2023-12-26,137.4200831266599
S005_P0004,2023-12-27,95.56747668361804
S005_P0004,2023-12-28,125.59115286881615
S005_P0004,2023-12-29,87.80332055058295
S005_P0004,2023-12-30,145.9755376894155
S005_P0004,2023-12-31,118.29969568134923
S005_P0004,2024-01-01,126.18231568720262
S005_P0005,2023-12-26,213.1149802396688
S005_P0005,2023-12-27,171.6296427445155
S005_P0005,2023-12-28,136.31069878296313
S005_P0005,2023-12-29,140.33279142701275
S005_P0005,2023-12-30,150.61012604347704
S005_P0005,2023-12-31,155.63525584225414
S005_P0005,2024-01-01,143.37713510166668
S005_P0006,2023-12-26,176.07114387503424
S005_P0006,2023-12-27,129.51987197521183
S005_P0006,2023-12-28,111.19365654792658
S005_P0006,2023-12-29,112.6437077060136
S005_P0006,2023-12-30,134.7529474208785
S005_P0006,2023-12-31,143.91030581286827
S005_P0006,2024-01-01,55.145957863512635
S005_P0007,2023-12-26,183.489909586796
S005_P0007,2023-12-27,111.01291400497149
S005_P0007,2023-12-28,126.96021701383138
S005_P0007,2023-12-29,121.40021372624565
S005_P0007,2023-12-30,158.21403528510032
S005_P0007,2023-12-31,121.60631650968567
S005_P0007,2024-01-01,176.1545936340252
S005_P0008,2023-12-26,184.7259425794379
S005_P0008,2023-12-27,142.6010885163694
S005_P0008,2023-12-28,114.55853363389257
S005_P0008,2023-12-29,164.89079480610314
S005_P0008,2023-12-30,108.4908922197965
S005_P0008,2023-12-31,145.74164631400427
S005_P0008,2024-01-01,163.21358453772467
S005_P0009,2023-12-26,98.38734314839444
S005_P0009,2023-12-27,87.69079022442105
S005_P0009,2023-12-28,197.65982990529653
S005_P0009,2023-12-29,157.71597410151617
S005_P0009,2023-12-30,143.72592358249267
S005_P0009,2023-12-31,124.84906712117062
S005_P0009,2024-01-01,100.66473560633779
S005_P0010,2023-12-26,87.39809462281349
S005_P0010,2023-12-27,153.3834141395336
S005_P0010,2023-12-28,139.23200734726032
S005_P0010,2023-12-29,214.78617491163223
S005_P0010,2023-12-30,163.66506695033593
S005_P0010,2023-12-31,202.8355650852854
S005_P0010,2024-01-01,125.26391306083303
S005_P0011,2023-12-26,137.0477063443595
S005_P0011,2023-12-27,110.79843756601676
S005_P0011,2023-12-28,115.39284899796237
S005_P0011,2023-12-29,169.0620990080515
S005_P0011,2023-12-30,127.12267133804197
