sku,date,units_sold,lgb,xgb,arima,tree_blend,mae_arima,forecast
S001_P0011,2023-12-30,55,264.36308111208723,175.32565,135.20710633952876,218.95399124492275,89.69644124634871,218.95399124492275
S001_P0011,2023-12-31,267,175.5736128069786,200.62346,143.81535425395046,188.3490348754195,89.69644124634871,188.3490348754195
S001_P0011,2024-01-01,15,103.15583537782102,93.132095,136.39744729757024,98.0437277851323,89.69644124634871,98.0437277851323
S001_P0012,2023-12-26,296,78.42210287037032,85.57739,125.1449703292719,82.07129930648145,95.70921235210947,82.07129930648145
S001_P0012,2023-12-27,369,145.76992261205754,127.337906,128.230575457659,136.3695941399082,95.70921235210947,136.3695941399082
S001_P0012,2023-12-28,159,73.00248866808377,207.79837,128.37898116294772,141.74838814736106,95.70921235210947,141.74838814736106
S001_P0012,2023-12-29,86,41.063648554986536,46.41509,128.367590927057,43.7928836919434,95.70921235210947,43.7928836919434
S001_P0012,2023-12-30,160,170.10571652916238,121.08014,128.38332000021296,145.10267249928955,95.70921235210947,145.10267249928955
S001_P0012,2023-12-31,25,210.2111558162164,179.11478,128.36906272762369,194.35200414994603,95.70921235210947,194.35200414994603
S001_P0012,2024-01-01,51,136.41791381201807,159.9817,128.38219432870048,148.43544476788884,95.70921235210947,148.43544476788884
S001_P0013,2023-12-26,12,129.79242883560775,244.27412,140.3455448845208,188.1780913294478,51.75352094560622,188.1780913294478
S001_P0013,2023-12-27,206,250.66365204756968,219.20174,131.28188200655967,234.61807690330915,51.75352094560622,234.61807690330915
S001_P0013,2023-12-28,162,118.99237158997406,105.21895,134.73626709686266,111.96792657908729,51.75352094560622,111.96792657908729
S001_P0013,2023-12-29,129,204.02022432427296,205.13628,131.13908613680306,204.58941271889375,51.75352094560622,204.58941271889375
S001_P0013,2023-12-30,136,122.54430644923616,200.35565,134.53878370416606,162.22809166012573,51.75352094560622,162.22809166012573
S001_P0013,2023-12-31,111,144.71574921513664,255.99167,131.30649555134715,201.46646881541696,51.75352094560622,201.46646881541696
S001_P0013,2024-01-01,220,157.63790780273757,94.16467,134.37844068816202,125.26655652334142,51.75352094560622,125.26655652334142
S001_P0014,2023-12-26,182,228.0747433539287,173.20634,142.44463931320252,200.09185764342507,85.17104830673277,200.09185764342507
S001_P0014,2023-12-27,303,110.94721671081363,70.51392,138.49683899662514,90.32623538829867,85.17104830673277,90.32623538829867
S001_P0014,2023-12-28,86,133.7194736052229,132.68784,144.54840921665706,133.19334046655922,85.17104830673277,133.19334046655922
S001_P0014,2023-12-29,84,229.27766870648847,147.09746,140.59278849220445,187.36576226617936,85.17104830673277,187.36576226617936
S001_P0014,2023-12-30,46,87.59906814334947,111.98779,143.04761253428254,100.03731629024125,85.17104830673277,100.03731629024125
S001_P0014,2023-12-31,48,234.25595887360552,208.88028,141.53170765103073,221.31436264806672,85.17104830673277,221.31436264806672
S001_P0014,2024-01-01,232,123.10800087422622,70.894035,142.467352824768,96.47887827837084,85.17104830673277,96.47887827837084
S001_P0015,2023-12-26,73,197.96513051666324,127.742386,132.35291881522855,162.15153081316498,77.99806914842917,162.15153081316498
S001_P0015,2023-12-27,4,169.4415846414661,180.61671,142.2531528648388,175.14089857431838,77.99806914842917,175.14089857431838
S001_P0015,2023-12-28,33,122.84845101206834,175.91725,133.53623645471313,149.91353849591349,77.99806914842917,149.91353849591349
S001_P0015,2023-12-29,125,94.69308314655784,105.85195,142.19281805842533,100.38410524181334,77.99806914842917,100.38410524181334
S001_P0015,2023-12-30,60,6.115557441872707,51.658,133.58519482731634,29.34220314651763,77.99806914842917,29.34220314651763
S001_P0015,2023-12-31,164,110.7272262872607,124.65439,142.1442450561064,117.83007978075776,77.99806914842917,117.83007978075776
S001_P0015,2024-01-01,257,201.314418490075,269.2872,133.6334926586772,235.98053706013673,77.99806914842917,235.98053706013673
S001_P0016,2023-12-26,91,86.38514031533514,81.22064,121.87681572324573,83.75124515451421,75.27527918978832,83.75124515451421
S001_P0016,2023-12-27,117,178.5273411975411,200.02242,143.89240071613094,189.48983138679515,75.27527918978832,189.48983138679515
S001_P0016,2023-12-28,265,183.42352613830505,188.83339,127.95696989257893,186.1825567077695,75.27527918978832,186.1825567077695
S001_P0016,2023-12-29,73,137.668168312564,128.83162,144.10017596517318,133.16152867315634,75.27527918978832,133.16152867315634
S001_P0016,2023-12-30,64,97.76939154483564,101.36533,128.03753733556923,99.60332015696946,75.27527918978832,99.60332015696946
S001_P0016,2023-12-31,61,112.26392471256946,265.4775,144.03314366953754,190.40284810915904,75.27527918978832,190.40284810915904
S001_P0016,2024-01-01,13,141.81170174770944,117.78297,128.10489323026613,129.55704855637762,75.27527918978832,129.55704855637762
S001_P0017,2023-12-26,95,224.3233113174525,193.887,141.25599188084072,208.80079254555173,66.5016534053277,208.80079254555173
S001_P0017,2023-12-27,243,89.23925839209527,55.349506,146.71598202585182,71.95548467212669,66.5016534053277,71.95548467212669
S001_P0017,2023-12-28,170,10.908371158665512,46.638752,142.64324837006396,29.1308653877461,66.5016534053277,29.1308653877461
S001_P0017,2023-12-29,7,114.81971034702892,118.88127,146.3085443758823,116.89110577004416,66.5016534053277,116.89110577004416
S001_P0017,2023-12-30,43,161.41014818006204,210.01428,142.99102513560973,186.1982554082304,66.5016534053277,186.1982554082304
S001_P0017,2023-12-31,156,137.11737798718968,110.084755,145.994237921539,123.33074026372294,66.5016534053277,123.33074026372294
S001_P0017,2024-01-01,186,273.61232682812243,213.92822,143.27554203436245,243.17343234578,66.5016534053277,243.17343234578
S001_P0018,2023-12-26,59,166.03368023873614,168.3757,133.84919656049516,167.2281103169807,76.29911373614118,167.2281103169807
S001_P0018,2023-12-27,85,157.07496845130257,202.39122,139.69313793127583,180.18625674113827,76.29911373614118,180.18625674113827
S001_P0018,2023-12-28,179,111.16012147897185,207.94344,137.80881552875957,160.51961392469622,76.29911373614118,160.51961392469622
S001_P0018,2023-12-29,150,128.99320698035842,131.33202,139.78939894030785,130.18600162037563,76.29911373614118,130.18600162037563
S001_P0018,2023-12-30,32,83.19798511107784,126.426926,137.8550829098081,105.24474496442814,76.29911373614118,105.24474496442814
S001_P0018,2023-12-31,0,123.18040917166591,136.75844,139.74906980838466,130.1052048941163,76.29911373614118,130.1052048941163
S001_P0018,2024-01-01,29,192.35367035118307,209.76826,137.89474342715386,201.2351110720797,76.29911373614118,201.2351110720797
S001_P0019,2023-12-26,129,139.30096221612192,217.83311,134.51836790350194,179.35235758589977,40.51802297901338,179.35235758589977
S001_P0019,2023-12-27,180,81.07224863332462,65.28496,135.0348368562327,73.02073143032906,40.51802297901338,73.02073143032906
S001_P0019,2023-12-28,150,196.1492859918127,311.13605,134.4125509983768,254.7925356359882,40.51802297901338,254.7925356359882
S001_P0019,2023-12-29,41,65.70805844978265,73.04362,135.02089602377615,69.4491948403935,40.51802297901338,69.4491948403935
S001_P0019,2023-12-30,94,136.95765770784627,108.15189,134.4248088080124,122.26671617684467,40.51802297901338,122.26671617684467
S001_P0019,2023-12-31,62,209.77611862648808,145.56038,135.0088688297294,177.02609192697918,40.51802297901338,177.02609192697918
S001_P0019,2024-01-01,145,188.96659205342127,74.735115,134.4365931354202,130.7085387561764,40.51802297901338,130.7085387561764
S001_P0020,2023-12-26,262,115.84564051659235,175.05171,141.56590821761827,146.04073595313025,96.7503454718513,146.04073595313025
S001_P0020,2023-12-27,11,193.53961976245165,129.24443,133.4800841762575,160.7490729836013,96.7503454718513,160.7490729836013
S001_P0020,2023-12-28,215,154.6817385669544,195.27036,143.07130931831483,175.38193549780766,96.7503454718513,175.38193549780766
S001_P0020,2023-12-29,62,125.15765777897678,174.03116,133.75413323894574,150.0831439116986,96.7503454718513,150.0831439116986
S001_P0020,2023-12-30,53,117.7821034961354,103.82045,142.84152858501977,110.66166021310634,96.7503454718513,110.66166021310634
S001_P0020,2023-12-31,37,84.35048996675144,111.55341,133.97903422276474,98.2239791837082,96.7503454718513,98.2239791837082
S001_P0020,2024-01-01,52,131.68315029352095,176.2515,142.62221053705528,154.41300864382526,96.7503454718513,154.41300864382526
S002_P0001,2023-12-26,234,196.5556554320992,156.85114,144.99533747915223,176.3063525617286,113.39439205664432,176.3063525617286
S002_P0001,2023-12-27,212,281.2416303578756,155.67563,145.12318614387522,217.20297017535904,113.39439205664432,217.20297017535904
S002_P0001,2023-12-28,343,108.85973174464328,164.56581,144.88756349392537,137.26983165487522,113.39439205664432,137.26983165487522
S002_P0001,2023-12-29,106,74.61778621927006,93.839264,145.12239221171197,84.42073988744232,113.39439205664432,84.42073988744232
S002_P0001,2023-12-30,36,255.1903770690061,284.1913,144.8884468951039,269.980847763813,113.39439205664432,269.980847763813
S002_P0001,2023-12-31,308,128.27048762013322,145.93393,145.12151205506396,137.27884323386527,113.39439205664432,137.27884323386527
S002_P0001,2024-01-01,18,158.32549901469204,104.42765,144.88932374046536,130.8375960171991,113.39439205664432,130.8375960171991
S002_P0002,2023-12-26,275,165.2300915264249,153.68573,110.40673966178122,159.3424671479482,101.30473583662574,159.3424671479482
S002_P0002,2023-12-27,108,79.62314594129583,100.54543,118.4074645962518,90.29351081123497,101.30473583662574,90.29351081123497
S002_P0002,2023-12-28,381,184.05852505842364,167.3457,112.01416162004766,175.53498427862758,101.30473583662574,175.53498427862758
S002_P0002,2023-12-29,99,31.253073359180156,49.24934,117.96325182549442,40.43116934599828,101.30473583662574,40.43116934599828
S002_P0002,2023-12-30,40,99.97332179105614,109.37913,112.43922065659454,104.77028397761751,101.30473583662574,104.77028397761751
S002_P0002,2023-12-31,28,91.67186769561286,49.188457,117.56870316648288,70.0053282408503,101.30473583662574,70.0053282408503
S002_P0002,2024-01-01,26,131.34625991587166,114.16321,112.80559073484127,122.58290445877712,101.30473583662574,122.58290445877712
S002_P0003,2023-12-26,22,25.829313689883023,0.0,132.82795098232958,12.656363708042681,70.89486079131574,12.656363708042681
S002_P0003,2023-12-27,45,138.9818591257829,114.00393,132.6528586103288,126.24311527163361,70.89486079131574,126.24311527163361
S002_P0003,2023-12-28,88,136.5643492893192,143.20087,133.3460122311303,139.94897485176642,70.89486079131574,139.94897485176642
S002_P0003,2023-12-29,4,103.20722797644352,60.395805,132.6640551091393,81.37340225845733,70.89486079131574,81.37340225845733
S002_P0003,2023-12-30,92,97.62683262802344,151.66379,133.3418166117814,125.1856808877315,70.89486079131574,125.1856808877315
S002_P0003,2023-12-31,86,81.08090961181749,117.540764,132.66831567651607,99.67543534979058,70.89486079131574,99.67543534979058
S002_P0003,2024-01-01,93,162.91015158382572,237.44853,133.33758402301856,200.9247245760746,70.89486079131574,200.9247245760746
S002_P0004,2023-12-26,8,66.44165258508441,195.80003,124.5516709338595,132.41442506669136,83.43326123787553,132.41442506669136
S002_P0004,2023-12-27,155,143.11048717466312,117.60746,119.39074184082516,130.10394331558493,83.43326123787553,130.10394331558493
S002_P0004,2023-12-28,29,190.17234753770572,187.78053,122.66451961394,188.9525205934758,83.43326123787553,188.9525205934758
S002_P0004,2023-12-29,55,130.27385640333668,136.57967,119.72561854088424,133.48982133763496,83.43326123787553,133.48982133763496
S002_P0004,2023-12-30,257,55.82765359688285,69.32184,122.39013502973172,62.70968866247259,83.43326123787553,62.70968866247259
S002_P0004,2023-12-31,187,162.99613369898,224.6593,119.97382159066036,194.4443485125002,83.43326123787553,194.4443485125002
S002_P0004,2024-01-01,46,135.74679083872064,96.094734,122.16506441668464,115.52424185097311,83.43326123787553,115.52424185097311
S002_P0005,2023-12-26,118,111.42343838584226,113.21713,134.74973223948297,112.33822110906272,91.1219005371463,112.33822110906272
S002_P0005,2023-12-27,75,177.82173340863324,199.61378,133.0235216454339,188.9356771702303,91.1219005371463,188.9356771702303
S002_P0005,2023-12-28,91,164.3407729668249,218.42993,132.24581858429684,191.9262430537442,91.1219005371463,191.9262430537442
S002_P0005,2023-12-29,286,131.52019536146975,190.52518,132.91063786867005,161.61273752712017,91.1219005371463,161.61273752712017
S002_P0005,2023-12-30,73,138.06187539353192,71.464874,132.25964534405256,104.09740468283064,91.1219005371463,104.09740468283064
S002_P0005,2023-12-31,396,183.44831944511807,220.57649,132.89355056721115,202.38368642810786,91.1219005371463,202.38368642810786
S002_P0005,2024-01-01,200,187.61856544293352,246.39581,132.27615119754728,217.5949601670374,91.1219005371463,217.5949601670374
S002_P0006,2023-12-26,32,64.49686185045427,82.954185,123.73520994757423,73.91009665672259,49.21860437034588,73.91009665672259
S002_P0006,2023-12-27,208,114.4946494007403,116.54991,127.30277410993769,115.54283230636274,49.21860437034588,115.54283230636274
S002_P0006,2023-12-28,179,176.03959203699262,209.71107,127.41824828081744,193.21204579812638,49.21860437034588,193.21204579812638
S002_P0006,2023-12-29,122,194.9597034831109,178.22342,127.18785562054678,186.42419890672434,49.21860437034588,186.42419890672434
S002_P0006,2023-12-30,102,137.27466375219623,105.7823,127.28788825571728,121.21355823857616,49.21860437034588,121.21355823857616
S002_P0006,2023-12-31,187,72.91046562701699,125.724014,127.25341801510363,99.84537529723832,49.21860437034588,99.84537529723832
S002_P0006,2024-01-01,159,137.7343697139971,177.69191,127.2642698179866,158.1127152598586,49.21860437034588,158.1127152598586
S002_P0007,2023-12-26,308,169.22992585415412,141.65346,136.59693075671947,155.16592826853554,139.14441728301426,155.16592826853554
S002_P0007,2023-12-27,35,159.59187594609932,136.19836,140.70067797001693,147.66118281358865,139.14441728301426,147.66118281358865
S002_P0007,2023-12-28,346,126.52635513304908,221.04706,134.5724613585502,174.73191461519406,139.14441728301426,174.73191461519406
S002_P0007,2023-12-29,255,131.92582955605042,176.43251,140.599305381794,154.62423658246473,139.14441728301426,154.62423658246473
S002_P0007,2023-12-30,13,131.0173998623356,65.728745,134.704032562498,97.72018588254444,139.14441728301426,97.72018588254444
S002_P0007,2023-12-31,16,128.06662212942118,168.03104,140.47011272203403,148.44847524341637,139.14441728301426,148.44847524341637
S002_P0007,2024-01-01,2,153.82918833706026,162.52834,134.83040170439364,158.26575568515952,139.14441728301426,158.26575568515952
S002_P0008,2023-12-26,399,117.88088708758414,186.78252,123.76722603385232,153.02071987291623,104.17056839114262,153.02071987291623
S002_P0008,2023-12-27,72,42.33978576267722,84.80544,130.85782802461003,63.99726942371184,104.17056839114262,63.99726942371184
S002_P0008,2023-12-28,95,116.9231654508373,150.68564,131.64444733249672,134.14202747091028,104.17056839114262,134.14202747091028
S002_P0008,2023-12-29,61,237.4533506862804,172.86096,131.6468349326753,204.5112314362774,104.17056839114262,204.5112314362774
S002_P0008,2023-12-30,228,155.13036997694442,271.67,131.68157753476157,214.5655812887028,104.17056839114262,214.5655812887028
S002_P0008,2023-12-31,15,192.3120964320969,180.52238,131.66757347188695,186.29934105172748,104.17056839114262,186.29934105172748
S002_P0008,2024-01-01,43,97.6696993121871,94.07638,131.6748392391992,95.83710646297169,104.17056839114262,95.83710646297169
S002_P0009,2023-12-26,453,129.39833657979537,98.93506,141.85135624146028,113.86206552409973,102.1642129590534,113.86206552409973
S002_P0009,2023-12-27,182,124.3730752152691,60.593616,148.57820186421367,91.84555101548185,102.1642129590534,91.84555101548185
S002_P0009,2023-12-28,24,67.37038748309814,89.98546,139.8721273882947,78.90407446671809,102.1642129590534,78.90407446671809
S002_P0009,2023-12-29,162,120.5203254739994,136.6025,148.17844882738436,128.72223448225972,102.1642129590534,128.72223448225972
S002_P0009,2023-12-30,179,149.55738040032836,90.03674,140.2986389808738,119.20185379616089,102.1642129590534,119.20185379616089
S002_P0009,2023-12-31,57,199.34020739336276,191.87347,147.7729053755966,195.53217132274776,102.1642129590534,195.53217132274776
S002_P0009,2024-01-01,31,105.66968858690552,132.12653,140.6833300506998,119.16267770758371,102.1642129590534,119.16267770758371
S002_P0010,2023-12-26,21,158.57097775449668,92.86653,120.45606776785104,125.06170939970337,123.9879382418302,125.06170939970337
S002_P0010,2023-12-27,31,68.13514186006614,63.177433,141.19026821143393,65.6067103414324,123.9879382418302,65.6067103414324
S002_P0010,2023-12-28,394,104.87614261988428,83.41991,130.16253699450334,93.9334639837433,123.9879382418302,93.9334639837433
S002_P0010,2023-12-29,147,132.02011334669723,90.08527,140.60364057701338,110.63334323988164,123.9879382418302,110.63334323988164
S002_P0010,2023-12-30,57,187.6930813677079,203.94821,130.32330992984595,195.98319697017686,123.9879382418302,195.98319697017686
S002_P0010,2023-12-31,37,179.45780800680726,230.98697,140.46446314702803,205.73768062333556,123.9879382418302,205.73768062333556
S002_P0010,2024-01-01,347,99.68744470624486,111.6394,130.4597123845322,105.78294190605997,123.9879382418302,105.78294190605997
S002_P0011,2023-12-26,183,108.80730205677274,148.63556,142.30763662249709,129.11971360781865,92.53056981101363,129.11971360781865
S002_P0011,2023-12-27,8,141.8775677414648,137.42255,132.7285861295803,139.60550869331774,92.53056981101363,139.60550869331774
S002_P0011,2023-12-28,44,135.4007876713152,234.42488,137.72934936967732,185.90307475894446,92.53056981101363,185.90307475894446
S002_P0011,2023-12-29,13,105.53759738264532,66.748,134.39013679415896,85.75490271749621,92.53056981101363,85.75490271749621
S002_P0011,2023-12-30,29,160.09734590889713,93.32615,136.6427883840665,126.0440359953596,92.53056981101363,126.0440359953596
S002_P0011,2023-12-31,189,124.0581331646027,98.91747,135.12257302639742,111.23639495065532,92.53056981101363,111.23639495065532
S002_P0011,2024-01-01,39,112.42983968469473,197.59612,136.14851315652558,155.86464264550042,92.53056981101363,155.86464264550042
S002_P0012,2023-12-26,256,142.28046595917917,105.46537,139.75979966579337,123.50476701999779,66.05982255018735,123.50476701999779
S002_P0012,2023-12-27,61,98.2647185102705,89.6468,141.18843877660726,93.86958007003254,66.05982255018735,93.86958007003254
S002_P0012,2023-12-28,35,133.29996682780876,115.24812,139.33785635320473,124.09352494562629,66.05982255018735,124.09352494562629
S002_P0012,2023-12-29,63,72.71154213485389,197.919,141.15752591105274,136.56734564607842,66.05982255018735,136.56734564607842
S002_P0012,2023-12-30,119,104.22921398296266,49.160255,139.38654890052348,76.14404490165171,66.05982255018735,76.14404490165171
S002_P0012,2023-12-31,194,154.0848431055869,88.38556,141.10937269704652,120.5782087217376,66.05982255018735,120.5782087217376
S002_P0012,2024-01-01,130,184.83680200956175,152.9591,139.43342502041605,168.57917398468527,66.05982255018735,168.57917398468527
S002_P0013,2023-12-26,329,90.82977114222317,157.34953,129.67357387102052,124.75484815968935,81.1330432228679,124.75484815968935
S002_P0013,2023-12-27,51,128.18976376329482,109.39624,138.93582694261647,118.60506664401447,81.1330432228679,118.60506664401447
S002_P0013,2023-12-28,137,55.064580944348734,113.30243,129.52740810721207,84.76588396273088,81.1330432228679,84.76588396273088
S002_P0013,2023-12-29,217,187.38902196521929,190.92206,138.79984638225025,189.19087136295744,81.1330432228679,189.19087136295744
