sku,date,forecast,forecast_arima,mae_arima,final_forecast
S001_P0006,2023-12-31,169.45641835019353,,60.99388609881362,169.45641835019353
S001_P0006,2024-01-01,195.70400962182265,,60.99388609881362,195.70400962182265
S001_P0007,2023-12-26,134.10812850208652,,101.30165992125931,134.10812850208652
S001_P0007,2023-12-27,56.75910733311691,,101.30165992125931,56.75910733311691
S001_P0007,2023-12-28,194.46504274082577,,101.30165992125931,194.46504274082577
S001_P0007,2023-12-29,191.7440930476021,,101.30165992125931,191.7440930476021
S001_P0007,2023-12-30,167.397706766825,,101.30165992125931,167.397706766825
S001_P0007,2023-12-31,257.1146265092526,,101.30165992125931,257.1146265092526
S001_P0007,2024-01-01,177.18317090633073,,101.30165992125931,177.18317090633073
S001_P0008,2023-12-26,164.32197499327816,,74.73106753010946,164.32197499327816
S001_P0008,2023-12-27,65.85346549352113,,74.73106753010946,65.85346549352113
S001_P0008,2023-12-28,176.18046469216742,,74.73106753010946,176.18046469216742
S001_P0008,2023-12-29,176.43324706520823,,74.73106753010946,176.43324706520823
S001_P0008,2023-12-30,119.27386343277118,,74.73106753010946,119.27386343277118
S001_P0008,2023-12-31,90.97025933468048,,74.73106753010946,90.97025933468048
S001_P0008,2024-01-01,144.03631282367695,,74.73106753010946,144.03631282367695
S001_P0009,2023-12-26,117.86626899023916,,54.88194857811277,117.86626899023916
S001_P0009,2023-12-27,206.80070543375933,,54.88194857811277,206.80070543375933
S001_P0009,2023-12-28,61.15861810679512,,54.88194857811277,61.15861810679512
S001_P0009,2023-12-29,172.56917652972757,,54.88194857811277,172.56917652972757
S001_P0009,2023-12-30,186.34663543351544,,54.88194857811277,186.34663543351544
S001_P0009,2023-12-31,74.57772567673959,,54.88194857811277,74.57772567673959
S001_P0009,2024-01-01,41.54782290406693,,54.88194857811277,41.54782290406693
S001_P0010,2023-12-26,71.93713817449289,,83.39894119083125,71.93713817449289
S001_P0010,2023-12-27,81.86436727597516,,83.39894119083125,81.86436727597516
S001_P0010,2023-12-28,114.5601371168218,,83.39894119083125,114.5601371168218
S001_P0010,2023-12-29,135.06793047012752,,83.39894119083125,135.06793047012752
S001_P0010,2023-12-30,111.64340959158714,,83.39894119083125,111.64340959158714
S001_P0010,2023-12-31,230.40847839647324,,83.39894119083125,230.40847839647324
S001_P0010,2024-01-01,115.48639405970512,,83.39894119083125,115.48639405970512
S001_P0011,2023-12-26,159.11692096635085,,89.69644124634871,159.11692096635085
S001_P0011,2023-12-27,137.02419819206378,,89.69644124634871,137.02419819206378
S001_P0011,2023-12-28,69.26410649994207,,89.69644124634871,69.26410649994207
S001_P0011,2023-12-29,221.87370805397032,,89.69644124634871,221.87370805397032
S001_P0011,2023-12-30,238.13918525489,,89.69644124634871,238.13918525489
S001_P0011,2023-12-31,140.39700534691207,,89.69644124634871,140.39700534691207
S001_P0011,2024-01-01,92.35920646070562,,89.69644124634871,92.35920646070562
S001_P0012,2023-12-26,99.48055422587016,,95.70921235210947,99.48055422587016
S001_P0012,2023-12-27,150.20803370520923,,95.70921235210947,150.20803370520923
S001_P0012,2023-12-28,133.86622198603874,,95.70921235210947,133.86622198603874
S001_P0012,2023-12-29,16.369782345968158,,95.70921235210947,16.369782345968158
S001_P0012,2023-12-30,204.59946022059395,,95.70921235210947,204.59946022059395
S001_P0012,2023-12-31,210.13386880654,,95.70921235210947,210.13386880654
S001_P0012,2024-01-01,148.0752979851596,,95.70921235210947,148.0752979851596
S001_P0013,2023-12-26,166.87910108060294,,51.75352094560622,166.87910108060294
S001_P0013,2023-12-27,270.43910111698324,,51.75352094560622,270.43910111698324
S001_P0013,2023-12-28,88.001367497641,,51.75352094560622,88.001367497641
S001_P0013,2023-12-29,217.07263803082617,,51.75352094560622,217.07263803082617
S001_P0013,2023-12-30,138.78386430890305,,51.75352094560622,138.78386430890305
S001_P0013,2023-12-31,161.18144489438953,,51.75352094560622,161.18144489438953
S001_P0013,2024-01-01,140.99003502619536,,51.75352094560622,140.99003502619536
S001_P0014,2023-12-26,226.4615216301192,,85.17104830673277,226.4615216301192
S001_P0014,2023-12-27,134.5541160190304,,85.17104830673277,134.5541160190304
S001_P0014,2023-12-28,197.862974074423,,85.17104830673277,197.862974074423
S001_P0014,2023-12-29,234.6264257976166,,85.17104830673277,234.6264257976166
S001_P0014,2023-12-30,109.54610753780943,,85.17104830673277,109.54610753780943
S001_P0014,2023-12-31,207.34231060516385,,85.17104830673277,207.34231060516385
S001_P0014,2024-01-01,153.59787061376113,,85.17104830673277,153.59787061376113
S001_P0015,2023-12-26,162.4316009294135,,77.99806914842917,162.4316009294135
S001_P0015,2023-12-27,155.11568496129547,,77.99806914842917,155.11568496129547
S001_P0015,2023-12-28,125.6674808051764,,77.99806914842917,125.6674808051764
S001_P0015,2023-12-29,89.5053727214667,,77.99806914842917,89.5053727214667
S001_P0015,2023-12-30,68.30337041409476,,77.99806914842917,68.30337041409476
S001_P0015,2023-12-31,128.75960976976904,,77.99806914842917,128.75960976976904
S001_P0015,2024-01-01,250.41937924519377,,77.99806914842917,250.41937924519377
S001_P0016,2023-12-26,119.78311683759392,,75.27527918978832,119.78311683759392
S001_P0016,2023-12-27,206.89529966683017,,75.27527918978832,206.89529966683017
S001_P0016,2023-12-28,184.4243258930369,,75.27527918978832,184.4243258930369
S001_P0016,2023-12-29,150.32877509657976,,75.27527918978832,150.32877509657976
S001_P0016,2023-12-30,70.27805562164167,,75.27527918978832,70.27805562164167
S001_P0016,2023-12-31,152.65304000804318,,75.27527918978832,152.65304000804318
S001_P0016,2024-01-01,155.63610990199484,,75.27527918978832,155.63610990199484
S001_P0017,2023-12-26,176.11147984202512,,66.5016534053277,176.11147984202512
S001_P0017,2023-12-27,117.02082958018484,,66.5016534053277,117.02082958018484
S001_P0017,2023-12-28,53.01491329488847,,66.5016534053277,53.01491329488847
S001_P0017,2023-12-29,94.16267030684703,,66.5016534053277,94.16267030684703
S001_P0017,2023-12-30,164.0272385636303,,66.5016534053277,164.0272385636303
S001_P0017,2023-12-31,115.21959047262268,,66.5016534053277,115.21959047262268
S001_P0017,2024-01-01,292.96948492160067,,66.5016534053277,292.96948492160067
S001_P0018,2023-12-26,167.3326418207052,,76.29911373614118,167.3326418207052
S001_P0018,2023-12-27,132.18626165103998,,76.29911373614118,132.18626165103998
S001_P0018,2023-12-28,109.038223936918,,76.29911373614118,109.038223936918
S001_P0018,2023-12-29,183.52209837904317,,76.29911373614118,183.52209837904317
S001_P0018,2023-12-30,67.17711674409541,,76.29911373614118,67.17711674409541
S001_P0018,2023-12-31,66.65785041291234,,76.29911373614118,66.65785041291234
S001_P0018,2024-01-01,185.4346221229751,,76.29911373614118,185.4346221229751
S001_P0019,2023-12-26,140.02455684766642,,40.51802297901338,140.02455684766642
S001_P0019,2023-12-27,92.68204590637922,,40.51802297901338,92.68204590637922
S001_P0019,2023-12-28,196.49170994304717,,40.51802297901338,196.49170994304717
S001_P0019,2023-12-29,49.40173957586818,,40.51802297901338,49.40173957586818
S001_P0019,2023-12-30,122.64104188439512,,40.51802297901338,122.64104188439512
S001_P0019,2023-12-31,144.40093913597985,,40.51802297901338,144.40093913597985
S001_P0019,2024-01-01,116.52771449699208,,40.51802297901338,116.52771449699208
S001_P0020,2023-12-26,143.61203877178178,,96.7503454718513,143.61203877178178
S001_P0020,2023-12-27,164.80696804443795,,96.7503454718513,164.80696804443795
S001_P0020,2023-12-28,162.78225617314857,,96.7503454718513,162.78225617314857
S001_P0020,2023-12-29,158.05138515320985,,96.7503454718513,158.05138515320985
S001_P0020,2023-12-30,219.44236649447964,,96.7503454718513,219.44236649447964
S001_P0020,2023-12-31,101.12524973277772,,96.7503454718513,101.12524973277772
S001_P0020,2024-01-01,133.7715129696216,,96.7503454718513,133.7715129696216
S002_P0001,2023-12-26,150.73282888553044,,113.39439205664432,150.73282888553044
S002_P0001,2023-12-27,268.6512445828162,,113.39439205664432,268.6512445828162
S002_P0001,2023-12-28,153.98673395985938,,113.39439205664432,153.98673395985938
S002_P0001,2023-12-29,102.93424963788902,,113.39439205664432,102.93424963788902
S002_P0001,2023-12-30,245.5004302092028,,113.39439205664432,245.5004302092028
S002_P0001,2023-12-31,139.90236932972863,,113.39439205664432,139.90236932972863
S002_P0001,2024-01-01,171.14976655331515,,113.39439205664432,171.14976655331515
S002_P0002,2023-12-26,82.03900394177396,,101.30473583662574,82.03900394177396
S002_P0002,2023-12-27,61.36257359994052,,101.30473583662574,61.36257359994052
S002_P0002,2023-12-28,117.91880162938108,,101.30473583662574,117.91880162938108
S002_P0002,2023-12-29,16.415462691219197,,101.30473583662574,16.415462691219197
S002_P0002,2023-12-30,77.02226442521713,,101.30473583662574,77.02226442521713
S002_P0002,2023-12-31,172.81465688450015,,101.30473583662574,172.81465688450015
S002_P0002,2024-01-01,64.72765143746358,,101.30473583662574,64.72765143746358
S002_P0003,2023-12-26,90.99263849109948,,70.89486079131574,90.99263849109948
S002_P0003,2023-12-27,174.93073826890475,,70.89486079131574,174.93073826890475
S002_P0003,2023-12-28,113.36796393073696,,70.89486079131574,113.36796393073696
S002_P0003,2023-12-29,128.39907813972752,,70.89486079131574,128.39907813972752
S002_P0003,2023-12-30,181.1146126136878,,70.89486079131574,181.1146126136878
S002_P0003,2023-12-31,163.24427426100482,,70.89486079131574,163.24427426100482
S002_P0003,2024-01-01,159.2280432507452,,70.89486079131574,159.2280432507452
S002_P0004,2023-12-26,110.13193342487526,,83.43326123787553,110.13193342487526
S002_P0004,2023-12-27,196.25920046900256,,83.43326123787553,196.25920046900256
S002_P0004,2023-12-28,238.9303498545657,,83.43326123787553,238.9303498545657
S002_P0004,2023-12-29,155.65300180854774,,83.43326123787553,155.65300180854774
S002_P0004,2023-12-30,155.04678529891976,,83.43326123787553,155.04678529891976
S002_P0004,2023-12-31,202.8562803304931,,83.43326123787553,202.8562803304931
S002_P0004,2024-01-01,189.0978922008333,,83.43326123787553,189.0978922008333
S002_P0005,2023-12-26,140.0268767354275,,91.1219005371463,140.0268767354275
S002_P0005,2023-12-27,163.47152298581904,,91.1219005371463,163.47152298581904
S002_P0005,2023-12-28,141.12934371460543,,91.1219005371463,141.12934371460543
S002_P0005,2023-12-29,155.7307099620111,,91.1219005371463,155.7307099620111
S002_P0005,2023-12-30,75.07574308495218,,91.1219005371463,75.07574308495218
S002_P0005,2023-12-31,173.74588772964614,,91.1219005371463,173.74588772964614
S002_P0005,2024-01-01,164.2974794133935,,91.1219005371463,164.2974794133935
S002_P0006,2023-12-26,115.07703905966018,,49.21860437034588,115.07703905966018
S002_P0006,2023-12-27,98.57336201832564,,49.21860437034588,98.57336201832564
S002_P0006,2023-12-28,172.24846052215935,,49.21860437034588,172.24846052215935
S002_P0006,2023-12-29,169.4566519982336,,49.21860437034588,169.4566519982336
S002_P0006,2023-12-30,154.73801804851763,,49.21860437034588,154.73801804851763
S002_P0006,2023-12-31,113.25934602800686,,49.21860437034588,113.25934602800686
S002_P0006,2024-01-01,207.3446869785816,,49.21860437034588,207.3446869785816
S002_P0007,2023-12-26,209.1849773755359,,139.14441728301426,209.1849773755359
S002_P0007,2023-12-27,184.5843531530378,,139.14441728301426,184.5843531530378
S002_P0007,2023-12-28,159.22380226971603,,139.14441728301426,159.22380226971603
S002_P0007,2023-12-29,151.6912870675675,,139.14441728301426,151.6912870675675
S002_P0007,2023-12-30,90.68481281402944,,139.14441728301426,90.68481281402944
S002_P0007,2023-12-31,109.04473815885144,,139.14441728301426,109.04473815885144
S002_P0007,2024-01-01,137.3846047884529,,139.14441728301426,137.3846047884529
S002_P0008,2023-12-26,201.76507239354947,,104.17056839114262,201.76507239354947
S002_P0008,2023-12-27,123.46624962039836,,104.17056839114262,123.46624962039836
S002_P0008,2023-12-28,113.60363298148212,,104.17056839114262,113.60363298148212
S002_P0008,2023-12-29,210.5922442175503,,104.17056839114262,210.5922442175503
S002_P0008,2023-12-30,145.54721285453988,,104.17056839114262,145.54721285453988
S002_P0008,2023-12-31,156.38545375000513,,104.17056839114262,156.38545375000513
S002_P0008,2024-01-01,72.48998007986833,,104.17056839114262,72.48998007986833
S002_P0009,2023-12-26,158.20307859586086,,102.1642129590534,158.20307859586086
S002_P0009,2023-12-27,141.65119932366014,,102.1642129590534,141.65119932366014
S002_P0009,2023-12-28,165.86531693060766,,102.1642129590534,165.86531693060766
S002_P0009,2023-12-29,148.9623974903094,,102.1642129590534,148.9623974903094
S002_P0009,2023-12-30,182.29233597273907,,102.1642129590534,182.29233597273907
S002_P0009,2023-12-31,196.9336130900529,,102.1642129590534,196.9336130900529
S002_P0009,2024-01-01,108.89569548443016,,102.1642129590534,108.89569548443016
S002_P0010,2023-12-26,113.83929092115906,,123.9879382418302,113.83929092115906
S002_P0010,2023-12-27,135.40866130538393,,123.9879382418302,135.40866130538393
S002_P0010,2023-12-28,81.55204844349392,,123.9879382418302,81.55204844349392
S002_P0010,2023-12-29,127.10520537794908,,123.9879382418302,127.10520537794908
S002_P0010,2023-12-30,100.29761465634267,,123.9879382418302,100.29761465634267
S002_P0010,2023-12-31,201.67299361595684,,123.9879382418302,201.67299361595684
S002_P0010,2024-01-01,136.5534463865303,,123.9879382418302,136.5534463865303
S002_P0011,2023-12-26,105.56171377849223,,92.53056981101363,105.56171377849223
S002_P0011,2023-12-27,107.01339108378372,,92.53056981101363,107.01339108378372
S002_P0011,2023-12-28,94.80369391799304,,92.53056981101363,94.80369391799304
S002_P0011,2023-12-29,182.61257639591707,,92.53056981101363,182.61257639591707
S002_P0011,2023-12-30,153.3426449068654,,92.53056981101363,153.3426449068654
S002_P0011,2023-12-31,133.65195601239884,,92.53056981101363,133.65195601239884
S002_P0011,2024-01-01,217.37524461268612,,92.53056981101363,217.37524461268612
S002_P0012,2023-12-26,99.22304382330734,,66.05982255018735,99.22304382330734
S002_P0012,2023-12-27,124.03300218079092,,66.05982255018735,124.03300218079092
S002_P0012,2023-12-28,192.13487220088356,,66.05982255018735,192.13487220088356
S002_P0012,2023-12-29,99.05889206843987,,66.05982255018735,99.05889206843987
S002_P0012,2023-12-30,159.6243730157453,,66.05982255018735,159.6243730157453
S002_P0012,2023-12-31,173.07407762611763,,66.05982255018735,173.07407762611763
S002_P0012,2024-01-01,155.39053280312478,,66.05982255018735,155.39053280312478
S002_P0013,2023-12-26,150.5519444880307,,81.1330432228679,150.5519444880307
S002_P0013,2023-12-27,126.81991193462252,,81.1330432228679,126.81991193462252
S002_P0013,2023-12-28,148.27957955087584,,81.1330432228679,148.27957955087584
S002_P0013,2023-12-29,149.59891921823242,,81.1330432228679,149.59891921823242
S002_P0013,2023-12-30,153.8581555988602,,81.1330432228679,153.8581555988602
S002_P0013,2023-12-31,235.26639019895265,,81.1330432228679,235.26639019895265
S002_P0013,2024-01-01,206.5099496073358,,81.1330432228679,206.5099496073358
S002_P0014,2023-12-26,86.16061050857498,,93.88913852540436,86.16061050857498
S002_P0014,2023-12-27,91.84629142977644,,93.88913852540436,91.84629142977644
S002_P0014,2023-12-28,120.6744608851266,,93.88913852540436,120.6744608851266
S002_P0014,2023-12-29,184.4392757004515,,93.88913852540436,184.4392757004515
S002_P0014,2023-12-30,47.02177081022453,,93.88913852540436,47.02177081022453
S002_P0014,2023-12-31,106.60806331066736,,93.88913852540436,106.60806331066736
S002_P0014,2024-01-01,90.3992111706008,,93.88913852540436,90.3992111706008
S002_P0015,2023-12-26,91.9508970069545,,62.50876426833601,91.9508970069545
S002_P0015,2023-12-27,237.0832863250048,,62.50876426833601,237.0832863250048
S002_P0015,2023-12-28,124.3685937527348,,62.50876426833601,124.3685937527348
S002_P0015,2023-12-29,101.53055179576694,,62.50876426833601,101.53055179576694
S002_P0015,2023-12-30,206.85763225510576,,62.50876426833601,206.85763225510576
S002_P0015,2023-12-31,140.78734840264312,,62.50876426833601,140.78734840264312
S002_P0015,2024-01-01,145.1213266084207,,62.50876426833601,145.1213266084207
S002_P0016,2023-12-26,123.42699448335034,,82.1705262120618,123.42699448335034
S002_P0016,2023-12-27,244.33584286102896,,82.1705262120618,244.33584286102896
S002_P0016,2023-12-28,167.1180476003937,,82.1705262120618,167.1180476003937
S002_P0016,2023-12-29,145.6752293357406,,82.1705262120618,145.6752293357406
S002_P0016,2023-12-30,156.30295079310065,,82.1705262120618,156.30295079310065
S002_P0016,2023-12-31,162.78895042550494,,82.1705262120618,162.78895042550494
S002_P0016,2024-01-01,160.90309274858515,,82.1705262120618,160.90309274858515
S002_P0017,2023-12-26,77.16501585580399,,115.32660439892614,77.16501585580399
S002_P0017,2023-12-27,169.0374992997884,,115.32660439892614,169.0374992997884
S002_P0017,2023-12-28,158.42083611371456,,115.32660439892614,158.42083611371456
S002_P0017,2023-12-29,70.2674474631529,,115.32660439892614,70.2674474631529
S002_P0017,2023-12-30,134.47511252975903,,115.32660439892614,134.47511252975903
S002_P0017,2023-12-31,161.32926557838542,,115.32660439892614,161.32926557838542
S002_P0017,2024-01-01,64.80078559707815,,115.32660439892614,64.80078559707815
S002_P0018,2023-12-26,93.48682048651877,,102.89152940171036,93.48682048651877
S002_P0018,2023-12-27,120.97585341020456,,102.89152940171036,120.97585341020456
S002_P0018,2023-12-28,120.6085218896756,,102.89152940171036,120.6085218896756
S002_P0018,2023-12-29,187.4575347034909,,102.89152940171036,187.4575347034909
S002_P0018,2023-12-30,95.24947862899307,,102.89152940171036,95.24947862899307
S002_P0018,2023-12-31,161.74469103004316,,102.89152940171036,161.74469103004316
S002_P0018,2024-01-01,126.68334188547604,,102.89152940171036,126.68334188547604
S002_P0019,2023-12-26,113.83818131530424,,125.3597807551901,113.83818131530424
S002_P0019,2023-12-27,113.18217196442762,,125.3597807551901,113.18217196442762
S002_P0019,2023-12-28,73.11474705468626,,125.3597807551901,73.11474705468626
S002_P0019,2023-12-29,118.16413343502596,,125.3597807551901,118.16413343502596
S002_P0019,2023-12-30,104.36020779715358,,125.3597807551901,104.36020779715358
S002_P0019,2023-12-31,169.5358626503695,,125.3597807551901,169.5358626503695
S002_P0019,2024-01-01,76.86645368063861,,125.3597807551901,76.86645368063861
S002_P0020,2023-12-26,147.3656200510968,,111.06610180250276,147.3656200510968
S002_P0020,2023-12-27,161.0799453098843,,111.06610180250276,161.0799453098843
S002_P0020,2023-12-28,129.4862853974485,,111.06610180250276,129.4862853974485
S002_P0020,2023-12-29,89.43414150763256,,111.06610180250276,89.43414150763256
S002_P0020,2023-12-30,50.164231121699686,,111.06610180250276,50.164231121699686
S002_P0020,2023-12-31,166.55032507840843,,111.06610180250276,166.55032507840843
S002_P0020,2024-01-01,193.22822724816737,,111.06610180250276,193.22822724816737
S003_P0001,2023-12-26,92.64630118543587,,73.21799804253763,92.64630118543587
S003_P0001,2023-12-27,147.22435571345278,,73.21799804253763,147.22435571345278
S003_P0001,2023-12-28,131.1410515861898,,73.21799804253763,131.1410515861898
S003_P0001,2023-12-29,155.84203408010245,,73.21799804253763,155.84203408010245
S003_P0001,2023-12-30,83.43205066730096,,73.21799804253763,83.43205066730096
S003_P0001,2023-12-31,78.94181010358636,,73.21799804253763,78.94181010358636
S003_P0001,2024-01-01,114.56357520167548,,73.21799804253763,114.56357520167548
S003_P0002,2023-12-26,125.91389959328288,,113.25938045613628,125.91389959328288
S003_P0002,2023-12-27,103.3725398603351,,113.25938045613628,103.3725398603351
S003_P0002,2023-12-28,66.26110710366264,,113.25938045613628,66.26110710366264
S003_P0002,2023-12-29,90.52077462989357,,113.25938045613628,90.52077462989357
S003_P0002,2023-12-30,101.1184987165214,,113.25938045613628,101.1184987165214
S003_P0002,2023-12-31,141.15729453602572,,113.25938045613628,141.15729453602572
S003_P0002,2024-01-01,68.6370355498862,,113.25938045613628,68.6370355498862
S003_P0003,2023-12-26,121.86460970659463,,105.15081133856664,121.86460970659463
S003_P0003,2023-12-27,87.28762006811321,,105.15081133856664,87.28762006811321
S003_P0003,2023-12-28,63.82766862438237,,105.15081133856664,63.82766862438237
S003_P0003,2023-12-29,220.932562396662,,105.15081133856664,220.932562396662
S003_P0003,2023-12-30,114.34286610585907,,105.15081133856664,114.34286610585907
S003_P0003,2023-12-31,147.38500413182527,,105.15081133856664,147.38500413182527
S003_P0003,2024-01-01,72.2779355211942,,105.15081133856664,72.2779355211942
S003_P0004,2023-12-26,66.79665400740335,,80.80222136061234,66.79665400740335
S003_P0004,2023-12-27,120.223044067183,,80.80222136061234,120.223044067183
S003_P0004,2023-12-28,69.13060495732043,,80.80222136061234,69.13060495732043
S003_P0004,2023-12-29,52.98152472762131,,80.80222136061234,52.98152472762131
S003_P0004,2023-12-30,138.8528369822618,,80.80222136061234,138.8528369822618
S003_P0004,2023-12-31,143.38129958939336,,80.80222136061234,143.38129958939336
S003_P0004,2024-01-01,121.57187697136544,,80.80222136061234,121.57187697136544
S003_P0005,2023-12-26,224.39031530356465,,108.3382485407796,224.39031530356465
S003_P0005,2023-12-27,126.53886982354716,,108.3382485407796,126.53886982354716
S003_P0005,2023-12-28,97.68139828976412,,108.3382485407796,97.68139828976412
S003_P0005,2023-12-29,69.13727570963363,,108.3382485407796,69.13727570963363
S003_P0005,2023-12-30,97.78758150905398,,108.3382485407796,97.78758150905398
S003_P0005,2023-12-31,137.0317290003265,,108.3382485407796,137.0317290003265
S003_P0005,2024-01-01,209.38762992267948,,108.3382485407796,209.38762992267948
S003_P0006,2023-12-26,87.04407190802152,,111.06858965288735,87.04407190802152
S003_P0006,2023-12-27,120.7742533536595,,111.06858965288735,120.7742533536595
S003_P0006,2023-12-28,156.87384944991192,,111.06858965288735,156.87384944991192
S003_P0006,2023-12-29,120.65474315619782,,111.06858965288735,120.65474315619782
S003_P0006,2023-12-30,52.97726243159029,,111.06858965288735,52.97726243159029
S003_P0006,2023-12-31,124.85874362214606,,111.06858965288735,124.85874362214606
S003_P0006,2024-01-01,143.06109814080594,,111.06858965288735,143.06109814080594
S003_P0007,2023-12-26,166.7187945415332,,77.09745365203275,166.7187945415332
S003_P0007,2023-12-27,82.83510050933722,,77.09745365203275,82.83510050933722
S003_P0007,2023-12-28,117.9296592295102,,77.09745365203275,117.9296592295102
S003_P0007,2023-12-29,122.1254443570649,,77.09745365203275,122.1254443570649
S003_P0007,2023-12-30,83.75884549333031,,77.09745365203275,83.75884549333031
S003_P0007,2023-12-31,100.02858768893891,,77.09745365203275,100.02858768893891
S003_P0007,2024-01-01,129.31447628165546,,77.09745365203275,129.31447628165546
S003_P0008,2023-12-26,27.11654107527656,,58.59198402914809,27.11654107527656
S003_P0008,2023-12-27,135.38984556215647,,58.59198402914809,135.38984556215647
S003_P0008,2023-12-28,112.35667470008408,,58.59198402914809,112.35667470008408
S003_P0008,2023-12-29,86.38946610577817,,58.59198402914809,86.38946610577817
S003_P0008,2023-12-30,111.51770129936902,,58.59198402914809,111.51770129936902
S003_P0008,2023-12-31,129.123981263769,,58.59198402914809,129.123981263769
S003_P0008,2024-01-01,138.63256397354152,,58.59198402914809,138.63256397354152
S003_P0009,2023-12-26,137.07181371266108,,62.43126234059192,137.07181371266108
S003_P0009,2023-12-27,45.35405432481477,,62.43126234059192,45.35405432481477
S003_P0009,2023-12-28,81.24670212664228,,62.43126234059192,81.24670212664228
S003_P0009,2023-12-29,144.1368900396023,,62.43126234059192,144.1368900396023
S003_P0009,2023-12-30,164.0742366584361,,62.43126234059192,164.0742366584361
S003_P0009,2023-12-31,190.547302636996,,62.43126234059192,190.547302636996
S003_P0009,2024-01-01,54.49502556367584,,62.43126234059192,54.49502556367584
S003_P0010,2023-12-26,121.24881139838097,,87.90863134690893,121.24881139838097
S003_P0010,2023-12-27,125.36024931796494,,87.90863134690893,125.36024931796494
S003_P0010,2023-12-28,38.72971905460713,,87.90863134690893,38.72971905460713
S003_P0010,2023-12-29,112.58300368883224,,87.90863134690893,112.58300368883224
S003_P0010,2023-12-30,224.736501835936,,87.90863134690893,224.736501835936
S003_P0010,2023-12-31,148.80583731866224,,87.90863134690893,148.80583731866224
S003_P0010,2024-01-01,185.70238109699065,,87.90863134690893,185.70238109699065
S003_P0011,2023-12-26,272.0351937538136,,75.21346216116468,272.0351937538136
S003_P0011,2023-12-27,144.325501078821,,75.21346216116468,144.325501078821
S003_P0011,2023-12-28,159.8550456313993,,75.21346216116468,159.8550456313993
S003_P0011,2023-12-29,102.97657470836116,,75.21346216116468,102.97657470836116
S003_P0011,2023-12-30,100.1535154670036,,75.21346216116468,100.1535154670036
S003_P0011,2023-12-31,96.03680504349816,,75.21346216116468,96.03680504349816
S003_P0011,2024-01-01,142.13516778200213,,75.21346216116468,142.13516778200213
S003_P0012,2023-12-26,168.27584482741528,,60.07735552220789,168.27584482741528
