sku,date,forecast
S003_P0006,2023-12-28,156.66516
S003_P0006,2023-12-29,124.715004
S003_P0006,2023-12-30,34.89164
S003_P0006,2023-12-31,190.38756
S003_P0006,2024-01-01,128.00925
S003_P0007,2023-12-26,166.34395
S003_P0007,2023-12-27,89.66853
S003_P0007,2023-12-28,100.97246
S003_P0007,2023-12-29,139.56377
S003_P0007,2023-12-30,97.66042
S003_P0007,2023-12-31,82.08901
S003_P0007,2024-01-01,115.28005
S003_P0008,2023-12-26,38.973827
S003_P0008,2023-12-27,105.402565
S003_P0008,2023-12-28,122.58072
S003_P0008,2023-12-29,59.809135
S003_P0008,2023-12-30,137.93321
S003_P0008,2023-12-31,104.64947
S003_P0008,2024-01-01,103.2138
S003_P0009,2023-12-26,126.030334
S003_P0009,2023-12-27,33.41842
S003_P0009,2023-12-28,72.47035
S003_P0009,2023-12-29,147.01968
S003_P0009,2023-12-30,176.98267
S003_P0009,2023-12-31,201.08406
S003_P0009,2024-01-01,45.805668
S003_P0010,2023-12-26,132.08203
S003_P0010,2023-12-27,117.08779
S003_P0010,2023-12-28,53.4211
S003_P0010,2023-12-29,104.88828
S003_P0010,2023-12-30,258.20157
S003_P0010,2023-12-31,148.70506
S003_P0010,2024-01-01,196.38887
S003_P0011,2023-12-26,265.8067
S003_P0011,2023-12-27,133.22098
S003_P0011,2023-12-28,198.90207
S003_P0011,2023-12-29,93.638504
S003_P0011,2023-12-30,97.066124
S003_P0011,2023-12-31,93.87043
S003_P0011,2024-01-01,165.86458
S003_P0012,2023-12-26,205.04486
S003_P0012,2023-12-27,146.54892
S003_P0012,2023-12-28,109.83769
S003_P0012,2023-12-29,132.95828
S003_P0012,2023-12-30,127.72986
S003_P0012,2023-12-31,181.30852
S003_P0012,2024-01-01,124.42679
S003_P0013,2023-12-26,81.9698
S003_P0013,2023-12-27,146.48956
S003_P0013,2023-12-28,175.12686
S003_P0013,2023-12-29,89.37783
S003_P0013,2023-12-30,141.81018
S003_P0013,2023-12-31,104.55474
S003_P0013,2024-01-01,238.38374
S003_P0014,2023-12-26,194.76457
S003_P0014,2023-12-27,30.18984
S003_P0014,2023-12-28,144.8265
S003_P0014,2023-12-29,315.53934
S003_P0014,2023-12-30,97.40889
S003_P0014,2023-12-31,224.88152
S003_P0014,2024-01-01,177.46498
S003_P0015,2023-12-26,157.1504
S003_P0015,2023-12-27,147.30719
S003_P0015,2023-12-28,215.44957
S003_P0015,2023-12-29,70.38775
S003_P0015,2023-12-30,286.69565
S003_P0015,2023-12-31,177.0322
S003_P0015,2024-01-01,152.43187
S003_P0016,2023-12-26,288.1276
S003_P0016,2023-12-27,174.85023
S003_P0016,2023-12-28,131.0945
S003_P0016,2023-12-29,78.96148
S003_P0016,2023-12-30,195.4896
S003_P0016,2023-12-31,93.21504
S003_P0016,2024-01-01,130.74316
S003_P0017,2023-12-26,256.42737
S003_P0017,2023-12-27,154.22472
S003_P0017,2023-12-28,96.77569
S003_P0017,2023-12-29,101.042564
S003_P0017,2023-12-30,94.10498
S003_P0017,2023-12-31,200.5671
S003_P0017,2024-01-01,146.6122
S003_P0018,2023-12-26,72.46352
S003_P0018,2023-12-27,186.37694
S003_P0018,2023-12-28,133.19765
S003_P0018,2023-12-29,2.3319445
S003_P0018,2023-12-30,110.2753
S003_P0018,2023-12-31,205.92049
S003_P0018,2024-01-01,197.06113
S003_P0019,2023-12-26,216.30867
S003_P0019,2023-12-27,98.01327
S003_P0019,2023-12-28,249.63744
S003_P0019,2023-12-29,164.6482
S003_P0019,2023-12-30,187.40092
S003_P0019,2023-12-31,98.7351
S003_P0019,2024-01-01,149.89137
S003_P0020,2023-12-26,67.09045
S003_P0020,2023-12-27,142.4627
S003_P0020,2023-12-28,110.11835
S003_P0020,2023-12-29,139.72452
S003_P0020,2023-12-30,126.34577
S003_P0020,2023-12-31,231.04523
S003_P0020,2024-01-01,268.335
S004_P0001,2023-12-26,185.66261
S004_P0001,2023-12-27,181.41899
S004_P0001,2023-12-28,122.44132
S004_P0001,2023-12-29,21.769058
S004_P0001,2023-12-30,185.56985
S004_P0001,2023-12-31,134.81215
S004_P0001,2024-01-01,146.81773
S004_P0002,2023-12-26,152.3709
S004_P0002,2023-12-27,96.909325
S004_P0002,2023-12-28,106.75398
S004_P0002,2023-12-29,119.468956
S004_P0002,2023-12-30,121.389496
S004_P0002,2023-12-31,217.48358
S004_P0002,2024-01-01,143.13303
S004_P0003,2023-12-26,188.2204
S004_P0003,2023-12-27,191.81104
S004_P0003,2023-12-28,72.0344
S004_P0003,2023-12-29,60.376053
S004_P0003,2023-12-30,169.56006
S004_P0003,2023-12-31,113.31055
S004_P0003,2024-01-01,258.62628
S004_P0004,2023-12-26,98.29496
S004_P0004,2023-12-27,184.55568
S004_P0004,2023-12-28,174.79556
S004_P0004,2023-12-29,164.44951
S004_P0004,2023-12-30,123.51351
S004_P0004,2023-12-31,134.07608
S004_P0004,2024-01-01,261.28143
S004_P0005,2023-12-26,188.07104
S004_P0005,2023-12-27,134.19485
S004_P0005,2023-12-28,128.70726
S004_P0005,2023-12-29,130.4434
S004_P0005,2023-12-30,82.084564
S004_P0005,2023-12-31,153.65128
S004_P0005,2024-01-01,148.38422
S004_P0006,2023-12-26,112.92795
S004_P0006,2023-12-27,169.34554
S004_P0006,2023-12-28,75.15234
S004_P0006,2023-12-29,215.40227
S004_P0006,2023-12-30,100.84919
S004_P0006,2023-12-31,127.72717
S004_P0006,2024-01-01,170.60208
S004_P0007,2023-12-26,131.7551
S004_P0007,2023-12-27,130.38844
S004_P0007,2023-12-28,100.62602
S004_P0007,2023-12-29,140.35966
S004_P0007,2023-12-30,189.90666
S004_P0007,2023-12-31,41.200943
S004_P0007,2024-01-01,151.41484
S004_P0008,2023-12-26,100.31914
S004_P0008,2023-12-27,151.50926
S004_P0008,2023-12-28,79.30404
S004_P0008,2023-12-29,60.676342
S004_P0008,2023-12-30,92.670006
S004_P0008,2023-12-31,167.98114
S004_P0008,2024-01-01,149.40312
S004_P0009,2023-12-26,104.84815
S004_P0009,2023-12-27,119.879166
S004_P0009,2023-12-28,184.5623
S004_P0009,2023-12-29,80.82406
S004_P0009,2023-12-30,99.19314
S004_P0009,2023-12-31,173.337
S004_P0009,2024-01-01,189.73474
S004_P0010,2023-12-26,83.750694
S004_P0010,2023-12-27,74.070946
S004_P0010,2023-12-28,100.8633
S004_P0010,2023-12-29,69.936905
S004_P0010,2023-12-30,138.24577
S004_P0010,2023-12-31,79.372696
S004_P0010,2024-01-01,191.3362
S004_P0011,2023-12-26,138.03656
S004_P0011,2023-12-27,208.40598
S004_P0011,2023-12-28,52.896004
S004_P0011,2023-12-29,140.08981
S004_P0011,2023-12-30,130.07819
S004_P0011,2023-12-31,120.57382
S004_P0011,2024-01-01,121.55163
S004_P0012,2023-12-26,157.9111
S004_P0012,2023-12-27,167.43948
S004_P0012,2023-12-28,126.15907
S004_P0012,2023-12-29,106.78154
S004_P0012,2023-12-30,215.21585
S004_P0012,2023-12-31,92.5404
S004_P0012,2024-01-01,95.93005
S004_P0013,2023-12-26,98.09215
S004_P0013,2023-12-27,104.081245
S004_P0013,2023-12-28,128.39455
S004_P0013,2023-12-29,160.96094
S004_P0013,2023-12-30,172.87466
S004_P0013,2023-12-31,130.76514
S004_P0013,2024-01-01,122.55841
S004_P0014,2023-12-26,95.38944
S004_P0014,2023-12-27,96.86989
S004_P0014,2023-12-28,136.46156
S004_P0014,2023-12-29,130.89398
S004_P0014,2023-12-30,51.69879
S004_P0014,2023-12-31,120.02116
S004_P0014,2024-01-01,103.06203
S004_P0015,2023-12-26,164.90662
S004_P0015,2023-12-27,130.98322
S004_P0015,2023-12-28,144.79414
S004_P0015,2023-12-29,128.33434
S004_P0015,2023-12-30,145.34285
S004_P0015,2023-12-31,105.72334
S004_P0015,2024-01-01,190.4675
S004_P0016,2023-12-26,208.19519
S004_P0016,2023-12-27,131.8564
S004_P0016,2023-12-28,180.62373
S004_P0016,2023-12-29,126.72492
S004_P0016,2023-12-30,182.0143
S004_P0016,2023-12-31,161.05682
S004_P0016,2024-01-01,82.85947
S004_P0017,2023-12-26,146.96495
S004_P0017,2023-12-27,90.8133
S004_P0017,2023-12-28,106.86437
S004_P0017,2023-12-29,199.37112
S004_P0017,2023-12-30,71.3125
S004_P0017,2023-12-31,104.528595
S004_P0017,2024-01-01,153.95233
S004_P0018,2023-12-26,168.83617
S004_P0018,2023-12-27,124.10566
S004_P0018,2023-12-28,165.1552
S004_P0018,2023-12-29,206.48672
S004_P0018,2023-12-30,180.20811
S004_P0018,2023-12-31,133.18295
S004_P0018,2024-01-01,129.47922
S004_P0019,2023-12-26,151.67227
S004_P0019,2023-12-27,35.532875
S004_P0019,2023-12-28,118.488
S004_P0019,2023-12-29,124.530464
S004_P0019,2023-12-30,10.051105
S004_P0019,2023-12-31,65.87638
S004_P0019,2024-01-01,185.99771
S004_P0020,2023-12-26,45.72309
S004_P0020,2023-12-27,70.95302
S004_P0020,2023-12-28,103.132996
S004_P0020,2023-12-29,164.8833
S004_P0020,2023-12-30,66.28719
S004_P0020,2023-12-31,84.863235
S004_P0020,2024-01-01,227.52594
S005_P0001,2023-12-26,133.6756
S005_P0001,2023-12-27,219.86975
S005_P0001,2023-12-28,190.87444
S005_P0001,2023-12-29,220.47792
S005_P0001,2023-12-30,110.52402
S005_P0001,2023-12-31,212.9415
S005_P0001,2024-01-01,188.0017
S005_P0002,2023-12-26,97.67533
S005_P0002,2023-12-27,139.9578
S005_P0002,2023-12-28,187.36475
S005_P0002,2023-12-29,237.54105
S005_P0002,2023-12-30,258.76373
S005_P0002,2023-12-31,125.30541
S005_P0002,2024-01-01,189.58069
S005_P0003,2023-12-26,199.71506
S005_P0003,2023-12-27,116.001854
S005_P0003,2023-12-28,145.0324
S005_P0003,2023-12-29,143.46715
S005_P0003,2023-12-30,28.721514
S005_P0003,2023-12-31,135.98193
S005_P0003,2024-01-01,183.63445
S005_P0004,2023-12-26,151.28806
S005_P0004,2023-12-27,84.38983
S005_P0004,2023-12-28,145.07588
S005_P0004,2023-12-29,39.56326
S005_P0004,2023-12-30,167.79227
S005_P0004,2023-12-31,140.59702
S005_P0004,2024-01-01,176.87314
S005_P0005,2023-12-26,257.2874
S005_P0005,2023-12-27,222.83925
S005_P0005,2023-12-28,127.709435
S005_P0005,2023-12-29,147.1326
S005_P0005,2023-12-30,148.167
S005_P0005,2023-12-31,154.41068
S005_P0005,2024-01-01,160.54453
S005_P0006,2023-12-26,177.11923
S005_P0006,2023-12-27,132.27075
S005_P0006,2023-12-28,104.41385
S005_P0006,2023-12-29,84.181366
S005_P0006,2023-12-30,157.00912
S005_P0006,2023-12-31,167.9504
S005_P0006,2024-01-01,27.567245
S005_P0007,2023-12-26,208.74226
S005_P0007,2023-12-27,103.42285
S005_P0007,2023-12-28,129.31297
S005_P0007,2023-12-29,64.6368
S005_P0007,2023-12-30,188.68706
S005_P0007,2023-12-31,161.75494
S005_P0007,2024-01-01,247.59378
S005_P0008,2023-12-26,265.62665
S005_P0008,2023-12-27,102.476006
S005_P0008,2023-12-28,128.60887
S005_P0008,2023-12-29,160.03973
S005_P0008,2023-12-30,140.19077
S005_P0008,2023-12-31,170.87172
S005_P0008,2024-01-01,167.01881
S005_P0009,2023-12-26,71.02443
S005_P0009,2023-12-27,47.427708
S005_P0009,2023-12-28,186.42445
S005_P0009,2023-12-29,163.79219
S005_P0009,2023-12-30,138.31483
S005_P0009,2023-12-31,124.78437
S005_P0009,2024-01-01,98.88497
S005_P0010,2023-12-26,69.70364
S005_P0010,2023-12-27,163.10811
S005_P0010,2023-12-28,104.35168
S005_P0010,2023-12-29,241.4874
S005_P0010,2023-12-30,190.31094
S005_P0010,2023-12-31,179.55069
S005_P0010,2024-01-01,109.76639
S005_P0011,2023-12-26,122.6509
S005_P0011,2023-12-27,63.883083
S005_P0011,2023-12-28,76.318
S005_P0011,2023-12-29,218.14537
S005_P0011,2023-12-30,118.60838
S005_P0011,2023-12-31,98.66483
S005_P0011,2024-01-01,107.96264
S005_P0012,2023-12-26,95.474396
S005_P0012,2023-12-27,184.97688
S005_P0012,2023-12-28,119.93017
S005_P0012,2023-12-29,69.67513
S005_P0012,2023-12-30,113.53867
S005_P0012,2023-12-31,89.10564
S005_P0012,2024-01-01,211.10239
S005_P0013,2023-12-26,176.67853
S005_P0013,2023-12-27,264.64795
S005_P0013,2023-12-28,230.46155
S005_P0013,2023-12-29,112.22981
S005_P0013,2023-12-30,94.14639
S005_P0013,2023-12-31,241.67976
S005_P0013,2024-01-01,98.144104
S005_P0014,2023-12-26,267.98813
S005_P0014,2023-12-27,260.08087
S005_P0014,2023-12-28,230.95662
S005_P0014,2023-12-29,65.88056
S005_P0014,2023-12-30,137.46155
S005_P0014,2023-12-31,70.5316
S005_P0014,2024-01-01,134.89772
S005_P0015,2023-12-26,17.535904
S005_P0015,2023-12-27,261.20294
S005_P0015,2023-12-28,312.73737
S005_P0015,2023-12-29,172.17625
S005_P0015,2023-12-30,114.06604
S005_P0015,2023-12-31,191.83237
S005_P0015,2024-01-01,228.06989
S005_P0016,2023-12-26,82.4351
S005_P0016,2023-12-27,80.23093
S005_P0016,2023-12-28,116.93437
S005_P0016,2023-12-29,191.65811
S005_P0016,2023-12-30,143.29996
S005_P0016,2023-12-31,201.4162
S005_P0016,2024-01-01,159.64844
S005_P0017,2023-12-26,107.99093
S005_P0017,2023-12-27,86.60213
S005_P0017,2023-12-28,97.96168
S005_P0017,2023-12-29,127.3849
S005_P0017,2023-12-30,137.48048
S005_P0017,2023-12-31,157.78293
S005_P0017,2024-01-01,116.2466
S005_P0018,2023-12-26,74.676865
S005_P0018,2023-12-27,67.53046
S005_P0018,2023-12-28,131.87721
S005_P0018,2023-12-29,167.99092
S005_P0018,2023-12-30,111.77142
S005_P0018,2023-12-31,136.04448
S005_P0018,2024-01-01,95.688194
S005_P0019,2023-12-26,244.80554
S005_P0019,2023-12-27,141.3886
S005_P0019,2023-12-28,66.62258
S005_P0019,2023-12-29,126.83617
S005_P0019,2023-12-30,173.82198
S005_P0019,2023-12-31,66.43744
S005_P0019,2024-01-01,25.01998
S005_P0020,2023-12-26,84.31249
S005_P0020,2023-12-27,116.29008
S005_P0020,2023-12-28,66.728424
S005_P0020,2023-12-29,117.02488
S005_P0020,2023-12-30,114.842674
S005_P0020,2023-12-31,141.62013
S005_P0020,2024-01-01,80.258064
