sku,date,final_forecast
S001_P0016,2023-12-29,138.71602591875254
S001_P0016,2023-12-30,138.71612703849328
S001_P0016,2023-12-31,138.71613009006904
S001_P0016,2024-01-01,138.71613018215902
S001_P0017,2023-12-26,144.07998475895033
S001_P0017,2023-12-27,144.61437811382262
S001_P0017,2023-12-28,144.60756570557112
S001_P0017,2023-12-29,144.60765254966407
S001_P0017,2023-12-30,144.60765144258178
S001_P0017,2023-12-31,144.60765145669478
S001_P0017,2024-01-01,144.60765145651487
S001_P0018,2023-12-26,137.53893836129035
S001_P0018,2023-12-27,138.7846639638361
S001_P0018,2023-12-28,138.79896143440536
S001_P0018,2023-12-29,138.79912552966377
S001_P0018,2023-12-30,138.79912741302164
S001_P0018,2023-12-31,138.79912743463734
S001_P0018,2024-01-01,138.79912743488543
S001_P0019,2023-12-26,138.93531482295168
S001_P0019,2023-12-27,101.13169168299012
S001_P0019,2023-12-28,183.9794698500545
S001_P0019,2023-12-29,66.16206571082978
S001_P0019,2023-12-30,125.27901077779106
S001_P0019,2023-12-31,142.48537881989503
S001_P0019,2024-01-01,120.6052264615376
S001_P0020,2023-12-26,125.42148403846934
S001_P0020,2023-12-27,127.41831863370724
S001_P0020,2023-12-28,127.4726262856562
S001_P0020,2023-12-29,127.47410328383484
S001_P0020,2023-12-30,127.47414345356307
S001_P0020,2023-12-31,127.474144546054
S001_P0020,2024-01-01,127.47414457576632
S002_P0001,2023-12-26,145.46267847381893
S002_P0001,2023-12-27,145.01339950064343
S002_P0001,2023-12-28,145.01498311396583
S002_P0001,2023-12-29,145.01497753206394
S002_P0001,2023-12-30,145.01497755173895
S002_P0001,2023-12-31,145.0149775516696
S002_P0001,2024-01-01,145.01497755166986
S002_P0002,2023-12-26,113.22126041917238
S002_P0002,2023-12-27,111.67862124511171
S002_P0002,2023-12-28,111.70590513908331
S002_P0002,2023-12-29,111.70542258238258
S002_P0002,2023-12-30,111.7054311171236
S002_P0002,2023-12-31,111.70543096617388
S002_P0002,2024-01-01,111.70543096884366
S002_P0003,2023-12-26,132.92942682836124
S002_P0003,2023-12-27,133.46501857144756
S002_P0003,2023-12-28,133.4722027095143
S002_P0003,2023-12-29,133.47229907365815
S002_P0003,2023-12-30,133.47230036623466
S002_P0003,2023-12-31,133.4723003835726
S002_P0003,2024-01-01,133.47230038380516
S002_P0004,2023-12-26,123.94429146950486
S002_P0004,2023-12-27,120.86954147834228
S002_P0004,2023-12-28,120.99083435726791
S002_P0004,2023-12-29,120.98604959020706
S002_P0004,2023-12-30,120.98623833991792
S002_P0004,2023-12-31,120.98623089411063
S002_P0004,2024-01-01,120.9862311878332
S002_P0005,2023-12-26,135.61359491569095
S002_P0005,2023-12-27,132.71297918213236
S002_P0005,2023-12-28,132.5823060746223
S002_P0005,2023-12-29,132.5764192345184
S002_P0005,2023-12-30,132.57615403162342
S002_P0005,2023-12-31,132.5761420841993
S002_P0005,2024-01-01,132.57614154596632
S002_P0006,2023-12-26,127.70701511869026
S002_P0006,2023-12-27,127.4685512073816
S002_P0006,2023-12-28,127.46673402576046
S002_P0006,2023-12-29,127.46672017817646
S002_P0006,2023-12-30,127.46672007265283
S002_P0006,2023-12-31,127.46672007184873
S002_P0006,2024-01-01,127.4667200718426
S002_P0007,2023-12-26,139.12032997123964
S002_P0007,2023-12-27,137.71319392211606
S002_P0007,2023-12-28,137.72763402637457
S002_P0007,2023-12-29,137.72748584126398
S002_P0007,2023-12-30,137.7274873619474
S002_P0007,2023-12-31,137.72748734634206
S002_P0007,2024-01-01,137.72748734650222
S002_P0008,2023-12-26,131.59804412728224
S002_P0008,2023-12-27,132.1365680600878
S002_P0008,2023-12-28,132.13984136063365
S002_P0008,2023-12-29,132.13986125667876
S002_P0008,2023-12-30,132.13986137761253
S002_P0008,2023-12-31,132.1398613783476
S002_P0008,2024-01-01,132.13986137835207
S002_P0009,2023-12-26,144.31106055106693
S002_P0009,2023-12-27,144.13658588646544
S002_P0009,2023-12-28,144.13685453992645
S002_P0009,2023-12-29,144.1368541262579
S002_P0009,2023-12-30,144.13685412689486
S002_P0009,2023-12-31,144.1368541268939
S002_P0009,2024-01-01,144.1368541268939
S002_P0010,2023-12-26,127.01709528526936
S002_P0010,2023-12-27,135.76713691152457
S002_P0010,2023-12-28,135.41909519182602
S002_P0010,2023-12-29,135.43293890181332
S002_P0010,2023-12-30,135.43238825430365
S002_P0010,2023-12-31,135.43241015686303
S002_P0010,2024-01-01,135.4324092856667
S002_P0011,2023-12-26,141.6900297200233
S002_P0011,2023-12-27,135.57961968257416
S002_P0011,2023-12-28,135.9432101005296
S002_P0011,2023-12-29,135.92157521985567
S002_P0011,2023-12-30,135.922862569683
S002_P0011,2023-12-31,135.92278596793955
S002_P0011,2024-01-01,135.92279052600682
S002_P0012,2023-12-26,140.57374694363594
S002_P0012,2023-12-27,140.25805961343764
S002_P0012,2023-12-28,140.26748470096612
S002_P0012,2023-12-29,140.26720330774435
S002_P0012,2023-12-30,140.26721170895496
S002_P0012,2023-12-31,140.26721145813036
S002_P0012,2024-01-01,140.2672114656189
S002_P0013,2023-12-26,135.1686707275286
S002_P0013,2023-12-27,133.28389157390248
S002_P0013,2023-12-28,133.3144711822917
S002_P0013,2023-12-29,133.3139750432892
S002_P0013,2023-12-30,133.3139830928988
S002_P0013,2023-12-31,133.31398296229787
S002_P0013,2024-01-01,133.3139829644168
S002_P0014,2023-12-26,140.43150363172285
S002_P0014,2023-12-27,134.60875813252738
S002_P0014,2023-12-28,134.42703203295335
S002_P0014,2023-12-29,134.4213604171716
S002_P0014,2023-12-30,134.4211834077841
S002_P0014,2023-12-31,134.42117788337546
S002_P0014,2024-01-01,134.42117771096036
S002_P0015,2023-12-26,128.9453467369352
S002_P0015,2023-12-27,129.78564346076627
S002_P0015,2023-12-28,129.76708860548484
S002_P0015,2023-12-29,129.7674983210588
S002_P0015,2023-12-30,129.76748927400084
S002_P0015,2023-12-31,129.76748947377175
S002_P0015,2024-01-01,129.76748946936056
S002_P0016,2023-12-26,139.12366189430267
S002_P0016,2023-12-27,138.22290437921217
S002_P0016,2023-12-28,138.25076365404982
S002_P0016,2023-12-29,138.24990200240498
S002_P0016,2023-12-30,138.2499286521854
S002_P0016,2023-12-31,138.24992782794186
S002_P0016,2024-01-01,138.24992785343466
S002_P0017,2023-12-26,135.29976677754448
S002_P0017,2023-12-27,132.22965485462163
S002_P0017,2023-12-28,132.3060993400056
S002_P0017,2023-12-29,132.30419590472627
S002_P0017,2023-12-30,132.30424329945782
S002_P0017,2023-12-31,132.3042421193491
S002_P0017,2024-01-01,132.30424214873332
S002_P0018,2023-12-26,143.82018874008946
S002_P0018,2023-12-27,140.2303776076922
S002_P0018,2023-12-28,140.34359780271146
S002_P0018,2023-12-29,140.34002691497184
S002_P0018,2023-12-30,140.34013953833596
S002_P0018,2023-12-31,140.34013598627186
S002_P0018,2024-01-01,140.34013609830154
S002_P0019,2023-12-26,136.08143210486742
S002_P0019,2023-12-27,131.99061754824456
S002_P0019,2023-12-28,131.82958026611453
S002_P0019,2023-12-29,131.8232409403209
S002_P0019,2023-12-30,131.82299138909283
S002_P0019,2023-12-31,131.82298156536433
S002_P0019,2024-01-01,131.82298117864758
S002_P0020,2023-12-26,141.52474385422025
S002_P0020,2023-12-27,144.18494466790665
S002_P0020,2023-12-28,144.1001690266462
S002_P0020,2023-12-29,144.10287066830955
S002_P0020,2023-12-30,144.10278457202566
S002_P0020,2023-12-31,144.10278731575374
S002_P0020,2024-01-01,144.10278722831623
S003_P0001,2023-12-26,116.1219010752747
S003_P0001,2023-12-27,116.02836187243275
S003_P0001,2023-12-28,116.0324853363257
S003_P0001,2023-12-29,116.03230356275957
S003_P0001,2023-12-30,116.03231157583552
S003_P0001,2023-12-31,116.0323112225972
S003_P0001,2024-01-01,116.03231123816892
S003_P0002,2023-12-26,140.9912106344538
S003_P0002,2023-12-27,143.97273119408084
S003_P0002,2023-12-28,143.87172463653627
S003_P0002,2023-12-29,143.8751464894006
S003_P0002,2023-12-30,143.8750305654714
S003_P0002,2023-12-31,143.875034492688
S003_P0002,2024-01-01,143.8750343596436
S003_P0003,2023-12-26,120.49978076165492
S003_P0003,2023-12-27,124.52004319145574
S003_P0003,2023-12-28,124.6649987231533
S003_P0003,2023-12-29,124.67022527404062
S003_P0003,2023-12-30,124.67041372379384
S003_P0003,2023-12-31,124.67042051858266
S003_P0003,2024-01-01,124.67042076357716
S003_P0004,2023-12-26,133.84910532939298
S003_P0004,2023-12-27,132.2030775466
S003_P0004,2023-12-28,132.23076719641952
S003_P0004,2023-12-29,132.2303013982628
S003_P0004,2023-12-30,132.23030923396763
S003_P0004,2023-12-31,132.2303091021546
S003_P0004,2024-01-01,132.23030910437197
S003_P0005,2023-12-26,137.85873505932554
S003_P0005,2023-12-27,138.7609626627272
S003_P0005,2023-12-28,138.75564721330437
S003_P0005,2023-12-29,138.75567852913028
S003_P0005,2023-12-30,138.75567834463394
S003_P0005,2023-12-31,138.7556783457209
S003_P0005,2024-01-01,138.7556783457145
S003_P0006,2023-12-26,137.37229999938867
S003_P0006,2023-12-27,138.85564017507153
S003_P0006,2023-12-28,138.84601624027803
S003_P0006,2023-12-29,138.84607868052095
S003_P0006,2023-12-30,138.84607827540765
S003_P0006,2023-12-31,138.84607827803603
S003_P0006,2024-01-01,138.84607827801898
S003_P0007,2023-12-26,137.6028298997044
S003_P0007,2023-12-27,138.76324292228907
S003_P0007,2023-12-28,138.7964070733177
S003_P0007,2023-12-29,138.79735489180305
S003_P0007,2023-12-30,138.79738198008522
S003_P0007,2023-12-31,138.79738275425774
S003_P0007,2024-01-01,138.7973827763833
S003_P0008,2023-12-26,131.72329093654494
S003_P0008,2023-12-27,133.712851936384
S003_P0008,2023-12-28,133.7814265603851
S003_P0008,2023-12-29,133.7837901365998
S003_P0008,2023-12-30,133.7838716024861
S003_P0008,2023-12-31,133.78387441038822
S003_P0008,2024-01-01,133.78387450716878
S003_P0009,2023-12-26,134.62684266457734
S003_P0009,2023-12-27,140.61365201053914
S003_P0009,2023-12-28,140.91078227900317
S003_P0009,2023-12-29,140.92552909844164
S003_P0009,2023-12-30,140.92626099521095
S003_P0009,2023-12-31,140.92629731984917
S003_P0009,2024-01-01,140.92629912267083
S003_P0010,2023-12-26,131.07057872172294
S003_P0010,2023-12-27,137.00923938007114
S003_P0010,2023-12-28,136.87711572638725
S003_P0010,2023-12-29,136.88005522080644
S003_P0010,2023-12-30,136.8799898227706
S003_P0010,2023-12-31,136.87999127774975
S003_P0010,2024-01-01,136.8799912453793
S003_P0011,2023-12-26,138.87273289968277
S003_P0011,2023-12-27,138.77676653613088
S003_P0011,2023-12-28,138.7770648428264
S003_P0011,2023-12-29,138.7770639155548
S003_P0011,2023-12-30,138.7770639184372
S003_P0011,2023-12-31,138.77706391842824
S003_P0011,2024-01-01,138.77706391842827
S003_P0012,2023-12-26,130.39840325520132
S003_P0012,2023-12-27,127.91332684109057
S003_P0012,2023-12-28,128.08299375589093
S003_P0012,2023-12-29,128.07140986180443
S003_P0012,2023-12-30,128.07220074435432
S003_P0012,2023-12-31,128.07214674738205
S003_P0012,2024-01-01,128.0721504339889
S003_P0013,2023-12-26,147.62577188438271
S003_P0013,2023-12-27,147.0184100714045
S003_P0013,2023-12-28,147.02971672717257
S003_P0013,2023-12-29,147.02950624231508
S003_P0013,2023-12-30,147.02951016070404
S003_P0013,2023-12-31,147.02951008775926
S003_P0013,2024-01-01,147.0295100891172
S003_P0014,2023-12-26,143.63172997450658
S003_P0014,2023-12-27,143.89335561065903
S003_P0014,2023-12-28,143.89433861041385
S003_P0014,2023-12-29,143.89434230381536
S003_P0014,2023-12-30,143.8943423176925
S003_P0014,2023-12-31,143.89434231774464
S003_P0014,2024-01-01,143.89434231774484
S003_P0015,2023-12-26,138.04161639400337
S003_P0015,2023-12-27,138.359811660149
S003_P0015,2023-12-28,138.3569959544013
S003_P0015,2023-12-29,138.35702087054463
S003_P0015,2023-12-30,138.357020650062
S003_P0015,2023-12-31,138.35702065201303
S003_P0015,2024-01-01,138.35702065199578
S003_P0016,2023-12-26,139.91211826261366
S003_P0016,2023-12-27,139.73668572300252
S003_P0016,2023-12-28,139.73363487677378
S003_P0016,2023-12-29,139.73358182126464
S003_P0016,2023-12-30,139.73358089860685
S003_P0016,2023-12-31,139.73358088256143
S003_P0016,2024-01-01,139.73358088228238
S003_P0017,2023-12-26,141.38693197909387
S003_P0017,2023-12-27,143.0351531198531
S003_P0017,2023-12-28,143.06304837102942
S003_P0017,2023-12-29,143.06352048306522
S003_P0017,2023-12-30,143.06352847330604
S003_P0017,2023-12-31,143.06352860853653
S003_P0017,2024-01-01,143.06352861082524
S003_P0018,2023-12-26,132.34643503881205
S003_P0018,2023-12-27,132.21360280312803
S003_P0018,2023-12-28,132.21339918308257
S003_P0018,2023-12-29,132.2133988709511
S003_P0018,2023-12-30,132.21339887047262
S003_P0018,2023-12-31,132.21339887047188
S003_P0018,2024-01-01,132.21339887047188
S003_P0019,2023-12-26,141.44067561912328
S003_P0019,2023-12-27,143.03606549546117
S003_P0019,2023-12-28,142.97626029661114
S003_P0019,2023-12-29,142.97850216981251
S003_P0019,2023-12-30,142.978418130372
S003_P0019,2023-12-31,142.97842128069627
S003_P0019,2024-01-01,142.9784211626024
S003_P0020,2023-12-26,131.2041549189016
S003_P0020,2023-12-27,137.81715219742082
S003_P0020,2023-12-28,137.5172003504983
S003_P0020,2023-12-29,137.53080554443426
S003_P0020,2023-12-30,137.53018844104272
S003_P0020,2023-12-31,137.53021643157322
S003_P0020,2024-01-01,137.53021516198078
S004_P0001,2023-12-26,140.39292245896888
S004_P0001,2023-12-27,138.54533830012545
S004_P0001,2023-12-28,138.5357390332953
S004_P0001,2023-12-29,138.53568915955978
S004_P0001,2023-12-30,138.53568890043692
S004_P0001,2023-12-31,138.53568889909064
S004_P0001,2024-01-01,138.53568889908365
S004_P0002,2023-12-26,125.92604729072542
S004_P0002,2023-12-27,126.6498107179364
S004_P0002,2023-12-28,126.6401233643711
S004_P0002,2023-12-29,126.64025302665516
S004_P0002,2023-12-30,126.6402512911649
S004_P0002,2023-12-31,126.64025131439392
S004_P0002,2024-01-01,126.640251314083
S004_P0003,2023-12-26,132.03787095779984
S004_P0003,2023-12-27,128.01202533578922
S004_P0003,2023-12-28,128.2819788287046
S004_P0003,2023-12-29,128.2638770694273
S004_P0003,2023-12-30,128.26509088476044
S004_P0003,2023-12-31,128.26500949224825
S004_P0003,2024-01-01,128.2650149500315
S004_P0004,2023-12-26,128.9522783539009
S004_P0004,2023-12-27,128.45417182405805
S004_P0004,2023-12-28,128.4561897623866
S004_P0004,2023-12-29,128.45618158727777
S004_P0004,2023-12-30,128.45618162039693
S004_P0004,2023-12-31,128.45618162026275
S004_P0004,2024-01-01,128.4561816202633
S004_P0005,2023-12-26,132.08061180330688
S004_P0005,2023-12-27,132.91335295524607
S004_P0005,2023-12-28,132.94788665536066
S004_P0005,2023-12-29,132.94931876477526
S004_P0005,2023-12-30,132.9493781542229
S004_P0005,2023-12-31,132.94938061709792
S004_P0005,2024-01-01,132.94938071923312
S004_P0006,2023-12-26,142.85498271927048
S004_P0006,2023-12-27,141.43731421035855
S004_P0006,2023-12-28,141.39877200429618
S004_P0006,2023-12-29,141.3977241559178
S004_P0006,2023-12-30,141.39769566802525
S004_P0006,2023-12-31,141.39769489352386
S004_P0006,2024-01-01,141.39769487246747
S004_P0007,2023-12-26,127.64798424822658
S004_P0007,2023-12-27,127.02577112190912
S004_P0007,2023-12-28,127.06213003882117
S004_P0007,2023-12-29,127.0600054117712
S004_P0007,2023-12-30,127.06012956398706
S004_P0007,2023-12-31,127.0601223091737
S004_P0007,2024-01-01,127.06012273310748
S004_P0008,2023-12-26,135.27600007165162
S004_P0008,2023-12-27,135.61693460408455
S004_P0008,2023-12-28,135.61642862144694
S004_P0008,2023-12-29,135.6164293723783
S004_P0008,2023-12-30,135.61642937126382
S004_P0008,2023-12-31,135.61642937126547
S004_P0008,2024-01-01,135.61642937126547
S004_P0009,2023-12-26,100.57141211205858
S004_P0009,2023-12-27,115.0134944431189
S004_P0009,2023-12-28,171.70494257716854
S004_P0009,2023-12-29,100.17827990173062
S004_P0009,2023-12-30,119.76242695316816
S004_P0009,2023-12-31,169.65334762544433
S004_P0009,2024-01-01,157.83199243514872
S004_P0010,2023-12-26,115.13078773866238
S004_P0010,2023-12-27,98.02765509783744
S004_P0010,2023-12-28,103.04592394385271
S004_P0010,2023-12-29,94.00126204870816
S004_P0010,2023-12-30,131.55273040680714
S004_P0010,2023-12-31,58.08271209839587
S004_P0010,2024-01-01,182.48088083788969
S004_P0011,2023-12-26,139.84604845071806
S004_P0011,2023-12-27,139.73900342087828
S004_P0011,2023-12-28,139.73935227984165
S004_P0011,2023-12-29,139.73935114291285
S004_P0011,2023-12-30,139.7393511466181
S004_P0011,2023-12-31,139.73935114660603
S004_P0011,2024-01-01,139.73935114660603
S004_P0012,2023-12-26,129.94950877886762
S004_P0012,2023-12-27,131.71639314014686
S004_P0012,2023-12-28,131.76302350985495
S004_P0012,2023-12-29,131.76425414578492
S004_P0012,2023-12-30,131.7642866238631
S004_P0012,2023-12-31,131.7642874810017
S004_P0012,2024-01-01,131.7642875036227
S004_P0013,2023-12-26,129.33077848617924
S004_P0013,2023-12-27,131.22895969084615
S004_P0013,2023-12-28,131.2581745545645
S004_P0013,2023-12-29,131.25862419986706
S004_P0013,2023-12-30,131.25863112034767
S004_P0013,2023-12-31,131.25863122686064
S004_P0013,2024-01-01,131.25863122849998
S004_P0014,2023-12-26,123.72403866273577
S004_P0014,2023-12-27,120.03569237016686
S004_P0014,2023-12-28,133.6022147772578
S004_P0014,2023-12-29,129.42148000716338
S004_P0014,2023-12-30,87.97654884824206
S004_P0014,2023-12-31,119.94807673046203
S004_P0014,2024-01-01,126.80189202706887
S004_P0015,2023-12-26,136.4480337978872
S004_P0015,2023-12-27,138.42182112063483
S004_P0015,2023-12-28,138.45168616560343
S004_P0015,2023-12-29,138.45213804859037
S004_P0015,2023-12-30,138.45214488595607
S004_P0015,2023-12-31,138.4521449894111
S004_P0015,2024-01-01,138.45214499097645
S004_P0016,2023-12-26,145.0195752437029
S004_P0016,2023-12-27,143.53896795971409
S004_P0016,2023-12-28,143.47968800433642
S004_P0016,2023-12-29,143.4773145774679
S004_P0016,2023-12-30,143.47721955116322
S004_P0016,2023-12-31,143.4772157465385
S004_P0016,2024-01-01,143.47721559421046
S004_P0017,2023-12-26,140.93282781772157
S004_P0017,2023-12-27,135.36836907647157
S004_P0017,2023-12-28,135.62230562200432
S004_P0017,2023-12-29,135.61071711498943
S004_P0017,2023-12-30,135.61124596165288
S004_P0017,2023-12-31,135.61122182750057
S004_P0017,2024-01-01,135.61122292887333
S004_P0018,2023-12-26,120.7919333056231
S004_P0018,2023-12-27,128.121568417044
S004_P0018,2023-12-28,128.57004227821383
S004_P0018,2023-12-29,128.59748277164837
S004_P0018,2023-12-30,128.59916175618935
S004_P0018,2023-12-31,128.5992644871805
S004_P0018,2024-01-01,128.5992707729183
S004_P0019,2023-12-26,140.30229270698518
S004_P0019,2023-12-27,136.37150375065158
S004_P0019,2023-12-28,136.53194750941282
S004_P0019,2023-12-29,136.52539864606467
S004_P0019,2023-12-30,136.5256659522627
S004_P0019,2023-12-31,136.52565504157488
S004_P0019,2024-01-01,136.52565548691848
S004_P0020,2023-12-26,97.335992985592
S004_P0020,2023-12-27,64.6256312434093
S004_P0020,2023-12-28,101.58973887165756
S004_P0020,2023-12-29,157.00162482608098
S004_P0020,2023-12-30,85.97424286342141
S004_P0020,2023-12-31,77.34700070387412
S004_P0020,2024-01-01,178.00311021763528
S005_P0001,2023-12-26,132.67144589293437
S005_P0001,2023-12-27,131.09152336483655
S005_P0001,2023-12-28,131.05499170940476
S005_P0001,2023-12-29,131.05414700858884
S005_P0001,2023-12-30,131.0541274770494
S005_P0001,2023-12-31,131.05412702543265
S005_P0001,2024-01-01,131.05412701499017
S005_P0002,2023-12-26,142.56507509396596
S005_P0002,2023-12-27,141.2809580228611
S005_P0002,2023-12-28,141.3171470700404
S005_P0002,2023-12-29,141.31612718862522
S005_P0002,2023-12-30,141.3161559309708
S005_P0002,2023-12-31,141.3161551209527
S005_P0002,2024-01-01,141.31615514378066
S005_P0003,2023-12-26,145.58825493312114
S005_P0003,2023-12-27,144.53215538831262
S005_P0003,2023-12-28,144.5529686476721
S005_P0003,2023-12-29,144.55255846686356
S005_P0003,2023-12-30,144.55256655057082
S005_P0003,2023-12-31,144.5525663912598
S005_P0003,2024-01-01,144.55256639439946
S005_P0004,2023-12-26,138.58035683532253
S005_P0004,2023-12-27,137.04115937933315
S005_P0004,2023-12-28,137.08537574795133
S005_P0004,2023-12-29,137.08410554883153
S005_P0004,2023-12-30,137.08414203771233
S005_P0004,2023-12-31,137.08414098949996
S005_P0004,2024-01-01,137.08414101961185
S005_P0005,2023-12-26,142.3697233241543
S005_P0005,2023-12-27,141.8797336963729
S005_P0005,2023-12-28,141.85909017756205
S005_P0005,2023-12-29,141.8582204553379
S005_P0005,2023-12-30,141.85818381348656
S005_P0005,2023-12-31,141.85818226974624
S005_P0005,2024-01-01,141.85818220470765
S005_P0006,2023-12-26,142.14888608002863
S005_P0006,2023-12-27,140.7136518514623
S005_P0006,2023-12-28,140.64688287526934
S005_P0006,2023-12-29,140.64377669504236
S005_P0006,2023-12-30,140.64363219146972
S005_P0006,2023-12-31,140.64362546897425
S005_P0006,2024-01-01,140.64362515623495
S005_P0007,2023-12-26,142.55439701627537
S005_P0007,2023-12-27,138.31498255082744
S005_P0007,2023-12-28,138.44469792180723
S005_P0007,2023-12-29,138.44072895920507
S005_P0007,2023-12-30,138.44085039943238
S005_P0007,2023-12-31,138.44084668366827
S005_P0007,2024-01-01,138.44084679736127
S005_P0008,2023-12-26,135.9760059494931
S005_P0008,2023-12-27,134.67435402761097
S005_P0008,2023-12-28,134.6634948149876
S005_P0008,2023-12-29,134.66340422049237
S005_P0008,2023-12-30,134.66340346469516
S005_P0008,2023-12-31,134.6634034583898
S005_P0008,2024-01-01,134.6634034583372
S005_P0009,2023-12-26,131.73098814650285
S005_P0009,2023-12-27,127.49641944417816
S005_P0009,2023-12-28,127.27020781777556
S005_P0009,2023-12-29,127.25812354107184
S005_P0009,2023-12-30,127.25747799625272
S005_P0009,2023-12-31,127.25744351110116
S005_P0009,2024-01-01,127.2574416688965
S005_P0010,2023-12-26,132.43052732191003
S005_P0010,2023-12-27,132.16428854092004
S005_P0010,2023-12-28,132.16291402447024
S005_P0010,2023-12-29,132.1629069282258
S005_P0010,2023-12-30,132.16290689158987
S005_P0010,2023-12-31,132.16290689140072
S005_P0010,2024-01-01,132.16290689139976
S005_P0011,2023-12-26,136.30043921929297
S005_P0011,2023-12-27,136.6013427664777
S005_P0011,2023-12-28,136.60726043612172
S005_P0011,2023-12-29,136.60737681498912
S005_P0011,2023-12-30,136.6073791037348
