sku,date,pred
S001_P0008,2024-01-02,140.00343225697372
S001_P0008,2024-01-03,139.70125454922086
S001_P0008,2024-01-04,139.43139477021828
S001_P0008,2024-01-05,139.19039651503633
S001_P0008,2024-01-06,138.9751730415146
S001_P0008,2024-01-07,138.78296773480074
S001_P0008,2024-01-08,138.61131880020974
S001_P0009,2024-01-02,131.444084569047
S001_P0009,2024-01-03,131.4418896553831
S001_P0009,2024-01-04,131.44032077727093
S001_P0009,2024-01-05,131.4391993762011
S001_P0009,2024-01-06,131.43839782230748
S001_P0009,2024-01-07,131.43782488844673
S001_P0009,2024-01-08,131.437415367376
S001_P0010,2024-01-02,132.3100170692943
S001_P0010,2024-01-03,132.36112781529437
S001_P0010,2024-01-04,132.36114909317433
S001_P0010,2024-01-05,132.3611491020325
S001_P0010,2024-01-06,132.3611491020362
S001_P0010,2024-01-07,132.3611491020362
S001_P0010,2024-01-08,132.3611491020362
S001_P0011,2024-01-02,123.55346368241356
S001_P0011,2024-01-03,140.1206016922428
S001_P0011,2024-01-04,125.96717895939146
S001_P0011,2024-01-05,138.05854772422845
S001_P0011,2024-01-06,127.72880619337388
S001_P0011,2024-01-07,136.55357716591814
S001_P0011,2024-01-08,129.01451314527006
S001_P0012,2024-01-02,127.65259710891286
S001_P0012,2024-01-03,127.77221250293373
S001_P0012,2024-01-04,127.87114117281754
S001_P0012,2024-01-05,127.95296075636776
S001_P0012,2024-01-06,128.02063016160884
S001_P0012,2024-01-07,128.0765965721794
S001_P0012,2024-01-08,128.12288394682074
S001_P0013,2024-01-02,136.42704379756282
S001_P0013,2024-01-03,132.69088987252192
S001_P0013,2024-01-04,132.8835822082135
S001_P0013,2024-01-05,132.87364409083955
S001_P0013,2024-01-06,132.87415664976714
S001_P0013,2024-01-07,132.87413021451343
S001_P0013,2024-01-08,132.87413157791303
S001_P0014,2024-01-02,136.86995578585916
S001_P0014,2024-01-03,136.61648442942612
S001_P0014,2024-01-04,136.6211514009373
S001_P0014,2024-01-05,136.62106547161025
S001_P0014,2024-01-06,136.6210670537603
S001_P0014,2024-01-07,136.6210670246294
S001_P0014,2024-01-08,136.62106702516576
S001_P0015,2024-01-02,136.6077614871625
S001_P0015,2024-01-03,138.08915714862928
S001_P0015,2024-01-04,137.8514590048507
S001_P0015,2024-01-05,137.88959898934334
S001_P0015,2024-01-06,137.8834792174597
S001_P0015,2024-01-07,137.88446116877418
S001_P0015,2024-01-08,137.88430360924377
S001_P0016,2024-01-02,127.53301748641884
S001_P0016,2024-01-03,129.25329669313984
S001_P0016,2024-01-04,130.42532670301995
S001_P0016,2024-01-05,131.22383332839377
S001_P0016,2024-01-06,131.76785764977706
S001_P0016,2024-01-07,132.1385026173351
S001_P0016,2024-01-08,132.39102384952335
S001_P0017,2024-01-02,139.66160290749872
S001_P0017,2024-01-03,139.63763043857742
S001_P0017,2024-01-04,139.61389420143985
S001_P0017,2024-01-05,139.59039186818828
S001_P0017,2024-01-06,139.56712113386476
S001_P0017,2024-01-07,139.54407971622516
S001_P0017,2024-01-08,139.52126535551514
S001_P0018,2024-01-02,137.714998042021
S001_P0018,2024-01-03,138.81109851820966
S001_P0018,2024-01-04,138.8166610386212
S001_P0018,2024-01-05,138.81668926745058
S001_P0018,2024-01-06,138.816689410707
S001_P0018,2024-01-07,138.81668941143403
S001_P0018,2024-01-08,138.8166894114377
S001_P0019,2024-01-02,134.19902354530984
S001_P0019,2024-01-03,134.47475653454487
S001_P0019,2024-01-04,134.60751960519164
S001_P0019,2024-01-05,134.67144388562127
S001_P0019,2024-01-06,134.70222287866912
S001_P0019,2024-01-07,134.71704269997446
S001_P0019,2024-01-08,134.7241783168928
S001_P0020,2024-01-02,127.57189648765645
S001_P0020,2024-01-03,129.1442419645306
S001_P0020,2024-01-04,130.4863012650995
S001_P0020,2024-01-05,131.63180216978884
S001_P0020,2024-01-06,132.60953267848382
S001_P0020,2024-01-07,133.4440644922253
S001_P0020,2024-01-08,134.15637053356616
S002_P0001,2024-01-02,143.89964427534522
S002_P0001,2024-01-03,143.917907071713
S002_P0001,2024-01-04,143.9360148866595
S002_P0001,2024-01-05,143.9539690353854
S002_P0001,2024-01-06,143.97177082193022
S002_P0001,2024-01-07,143.98942153926723
S002_P0001,2024-01-08,144.0069224693973
S002_P0002,2024-01-02,129.23862460023682
S002_P0002,2024-01-03,128.66739032829688
S002_P0002,2024-01-04,128.81802844534866
S002_P0002,2024-01-05,128.7783042141119
S002_P0002,2024-01-06,128.7887797469865
S002_P0002,2024-01-07,128.7860172822241
S002_P0002,2024-01-08,128.7867457617826
S002_P0003,2024-01-02,133.2278979833704
S002_P0003,2024-01-03,132.84635460413332
S002_P0003,2024-01-04,133.11842249922125
S002_P0003,2024-01-05,132.92441850500813
S002_P0003,2024-01-06,133.06275731840793
S002_P0003,2024-01-07,132.9641117860286
S002_P0003,2024-01-08,133.03445315168912
S002_P0004,2024-01-02,140.60705887103992
S002_P0004,2024-01-03,138.87538694853643
S002_P0004,2024-01-04,138.51977526125492
S002_P0004,2024-01-05,138.44674776078685
S002_P0004,2024-01-06,138.43175102132255
S002_P0004,2024-01-07,138.4286713295199
S002_P0004,2024-01-08,138.42803889194093
S002_P0005,2024-01-02,134.2482501949708
S002_P0005,2024-01-03,132.4647034477478
S002_P0005,2024-01-04,132.5791282483202
S002_P0005,2024-01-05,132.5717872380515
S002_P0005,2024-01-06,132.57225820615892
S002_P0005,2024-01-07,132.57222799084113
S002_P0005,2024-01-08,132.57222992932785
S002_P0006,2024-01-02,132.4061729021743
S002_P0006,2024-01-03,133.79175816188223
S002_P0006,2024-01-04,132.94832230962922
S002_P0006,2024-01-05,133.4617400382616
S002_P0006,2024-01-06,133.14921151179465
S002_P0006,2024-01-07,133.33945441617544
S002_P0006,2024-01-08,133.22364942686332
S002_P0007,2024-01-02,139.33722468157234
S002_P0007,2024-01-03,137.2962094707193
S002_P0007,2024-01-04,137.68098498791767
S002_P0007,2024-01-05,137.6084464797047
S002_P0007,2024-01-06,137.62212155761006
S002_P0007,2024-01-07,137.61954350961423
S002_P0007,2024-01-08,137.62002952742816
S002_P0008,2024-01-02,127.16236730125718
S002_P0008,2024-01-03,130.1297447759163
S002_P0008,2024-01-04,128.0272115844419
S002_P0008,2024-01-05,129.5169599764153
S002_P0008,2024-01-06,128.46139981670572
S002_P0008,2024-01-07,129.2093162143802
S002_P0008,2024-01-08,128.67938058469116
S002_P0009,2024-01-02,144.48383589149867
S002_P0009,2024-01-03,144.15275457280387
S002_P0009,2024-01-04,144.15321561591506
S002_P0009,2024-01-05,144.1532149738953
S002_P0009,2024-01-06,144.15321497478934
S002_P0009,2024-01-07,144.15321497478809
S002_P0009,2024-01-08,144.15321497478809
S002_P0010,2024-01-02,126.89440923057164
S002_P0010,2024-01-03,131.58967817391144
S002_P0010,2024-01-04,133.7066288721726
S002_P0010,2024-01-05,134.66109608437037
S002_P0010,2024-01-06,135.0914356571856
S002_P0010,2024-01-07,135.28546238284375
S002_P0010,2024-01-08,135.37294299733463
S002_P0011,2024-01-02,142.77576287222996
S002_P0011,2024-01-03,131.41761078029296
S002_P0011,2024-01-04,138.12882802956258
S002_P0011,2024-01-05,134.1633557764777
S002_P0011,2024-01-06,136.50644341705402
S002_P0011,2024-01-07,135.1219778752385
S002_P0011,2024-01-08,135.9400201896963
S002_P0012,2024-01-02,145.2293490618805
S002_P0012,2024-01-03,144.75046524687852
S002_P0012,2024-01-04,144.31922864302152
S002_P0012,2024-01-05,143.93089852477488
S002_P0012,2024-01-06,143.58120585168388
S002_P0012,2024-01-07,143.2663063374106
S002_P0012,2024-01-08,142.98273818823262
S002_P0013,2024-01-02,135.93343508068057
S002_P0013,2024-01-03,133.6063087507188
S002_P0013,2024-01-04,134.44243768351498
S002_P0013,2024-01-05,134.14201927336774
S002_P0013,2024-01-06,134.24995863249694
S002_P0013,2024-01-07,134.21117637130493
S002_P0013,2024-01-08,134.22511071180222
S002_P0014,2024-01-02,149.4912110040424
S002_P0014,2024-01-03,124.1140777023
S002_P0014,2024-01-04,141.4608201954136
S002_P0014,2024-01-05,129.6033155850827
S002_P0014,2024-01-06,137.7086077250816
S002_P0014,2024-01-07,132.16817043800768
S002_P0014,2024-01-08,135.9553806707536
S002_P0015,2024-01-02,134.16731021605636
S002_P0015,2024-01-03,133.62970005458433
S002_P0015,2024-01-04,133.17775516676377
S002_P0015,2024-01-05,132.79782525422664
S002_P0015,2024-01-06,132.47843511987514
S002_P0015,2024-01-07,132.20993807724997
S002_P0015,2024-01-08,131.9842245872424
S002_P0016,2024-01-02,139.36402737468364
S002_P0016,2024-01-03,138.27299761704418
S002_P0016,2024-01-04,138.24818483433893
S002_P0016,2024-01-05,138.247620528754
S002_P0016,2024-01-06,138.24760769501435
S002_P0016,2024-01-07,138.24760740314258
S002_P0016,2024-01-08,138.24760739650466
S002_P0017,2024-01-02,136.5098626077463
S002_P0017,2024-01-03,129.65022221637878
S002_P0017,2024-01-04,133.99467910702722
S002_P0017,2024-01-05,131.2431783580295
S002_P0017,2024-01-06,132.9858027095408
S002_P0017,2024-01-07,131.88213605359445
S002_P0017,2024-01-08,132.58112782792114
S002_P0018,2024-01-02,133.48135032985954
S002_P0018,2024-01-03,134.18318529611483
S002_P0018,2024-01-04,134.81037722731077
S002_P0018,2024-01-05,135.37086471720625
S002_P0018,2024-01-06,135.87174205746524
S002_P0018,2024-01-07,136.31934903265696
S002_P0018,2024-01-08,136.71935116518844
S002_P0019,2024-01-02,137.27303518742616
S002_P0019,2024-01-03,133.34523812176678
S002_P0019,2024-01-04,132.2522064901136
S002_P0019,2024-01-05,131.94803646100493
S002_P0019,2024-01-06,131.86339169508173
S002_P0019,2024-01-07,131.83983665772584
S002_P0019,2024-01-08,131.83328173635786
S002_P0020,2024-01-02,139.7939401909223
S002_P0020,2024-01-03,142.6113606718242
S002_P0020,2024-01-04,143.5887789135624
S002_P0020,2024-01-05,143.92786440887934
S002_P0020,2024-01-06,144.04549979588606
S002_P0020,2024-01-07,144.08630981125782
S002_P0020,2024-01-08,144.10046760337312
S003_P0001,2024-01-02,130.12703785493315
S003_P0001,2024-01-03,129.47469663385928
S003_P0001,2024-01-04,129.44096394763238
S003_P0001,2024-01-05,129.43921962413523
S003_P0001,2024-01-06,129.4391294248418
S003_P0001,2024-01-07,129.4391247606195
S003_P0001,2024-01-08,129.43912451943172
S003_P0002,2024-01-02,140.79759247681255
S003_P0002,2024-01-03,143.1535593776614
S003_P0002,2024-01-04,142.66650038418337
S003_P0002,2024-01-05,142.76719214816458
S003_P0002,2024-01-06,142.74637571428406
S003_P0002,2024-01-07,142.75067918362822
S003_P0002,2024-01-08,142.7497895092247
S003_P0003,2024-01-02,122.3673221259928
S003_P0003,2024-01-03,125.85230981704298
S003_P0003,2024-01-04,126.47812125688392
S003_P0003,2024-01-05,126.59050040796144
S003_P0003,2024-01-06,126.61068072553458
S003_P0003,2024-01-07,126.61430457580796
S003_P0003,2024-01-08,126.61495532328784
S003_P0004,2024-01-02,129.6033585143004
S003_P0004,2024-01-03,130.1745125574868
S003_P0004,2024-01-04,130.6221422098582
S003_P0004,2024-01-05,130.97296228733552
S003_P0004,2024-01-06,131.24790995022872
S003_P0004,2024-01-07,131.4633942459795
S003_P0004,2024-01-08,131.63227541131323
S003_P0005,2024-01-02,143.51565381507757
S003_P0005,2024-01-03,144.19852104755643
S003_P0005,2024-01-04,144.19698640942286
S003_P0005,2024-01-05,144.19698985828393
S003_P0005,2024-01-06,144.19698985053316
S003_P0005,2024-01-07,144.19698985055055
S003_P0005,2024-01-08,144.19698985055052
S003_P0006,2024-01-02,129.748801351534
S003_P0006,2024-01-03,133.88598611665168
S003_P0006,2024-01-04,136.3152350323795
S003_P0006,2024-01-05,137.74162776792292
S003_P0006,2024-01-06,138.57916904368037
S003_P0006,2024-01-07,139.0709518263024
S003_P0006,2024-01-08,139.35971407872364
S003_P0007,2024-01-02,138.05357163140084
S003_P0007,2024-01-03,138.91299329145815
S003_P0007,2024-01-04,138.78506622929626
S003_P0007,2024-01-05,138.8041084922435
S003_P0007,2024-01-06,138.80127400380906
S003_P0007,2024-01-07,138.80169592449712
S003_P0007,2024-01-08,138.80163312054813
S003_P0008,2024-01-02,131.1927755957043
S003_P0008,2024-01-03,133.32488879564113
S003_P0008,2024-01-04,133.7632375679296
S003_P0008,2024-01-05,133.8533592585474
S003_P0008,2024-01-06,133.8718876989886
S003_P0008,2024-01-07,133.8756970272738
S003_P0008,2024-01-08,133.87648020068931
S003_P0009,2024-01-02,134.25164107648885
S003_P0009,2024-01-03,139.76091403239357
S003_P0009,2024-01-04,140.37922401121406
S003_P0009,2024-01-05,140.4486174199213
S003_P0009,2024-01-06,140.4564054960271
S003_P0009,2024-01-07,140.45727955785168
S003_P0009,2024-01-08,140.45737765448848
S003_P0010,2024-01-02,129.84201599203735
S003_P0010,2024-01-03,137.06357924682573
S003_P0010,2024-01-04,135.82641435997172
S003_P0010,2024-01-05,136.03835973845324
S003_P0010,2024-01-06,136.00205023441137
S003_P0010,2024-01-07,136.0082706110632
S003_P0010,2024-01-08,136.00720496484436
S003_P0011,2024-01-02,138.82027330973193
S003_P0011,2024-01-03,138.7138202221738
S003_P0011,2024-01-04,138.7040695535274
S003_P0011,2024-01-05,138.70317643204794
S003_P0011,2024-01-06,138.70309462576307
S003_P0011,2024-01-07,138.70308713264103
S003_P0011,2024-01-08,138.7030864463016
S003_P0012,2024-01-02,139.569577007846
S003_P0012,2024-01-03,137.1177370832253
S003_P0012,2024-01-04,137.6026059694413
S003_P0012,2024-01-05,137.50671967830968
S003_P0012,2024-01-06,137.52568187837727
S003_P0012,2024-01-07,137.52193196765322
S003_P0012,2024-01-08,137.52267353932675
S003_P0013,2024-01-02,147.1986766640842
S003_P0013,2024-01-03,147.09827980921054
S003_P0013,2024-01-04,147.05767362541826
S003_P0013,2024-01-05,147.041250181036
S003_P0013,2024-01-06,147.03460760839835
S003_P0013,2024-01-07,147.03192097517945
S003_P0013,2024-01-08,147.03083434828852
S003_P0014,2024-01-02,137.25268618534903
S003_P0014,2024-01-03,137.56108319360266
S003_P0014,2024-01-04,137.85561253908688
S003_P0014,2024-01-05,138.13689780784668
S003_P0014,2024-01-06,138.40553454518508
S003_P0014,2024-01-07,138.66209151656855
S003_P0014,2024-01-08,138.907111911834
S003_P0015,2024-01-02,133.85895060895527
S003_P0015,2024-01-03,134.46039114353076
S003_P0015,2024-01-04,134.97667215638143
S003_P0015,2024-01-05,135.4198516045679
S003_P0015,2024-01-06,135.8002801278064
S003_P0015,2024-01-07,136.12684279194988
S003_P0015,2024-01-08,136.40716660338407
S003_P0016,2024-01-02,141.86460845708467
S003_P0016,2024-01-03,141.7832714617855
S003_P0016,2024-01-04,141.7798999745936
S003_P0016,2024-01-05,141.77976022360028
S003_P0016,2024-01-06,141.7797544308035
S003_P0016,2024-01-07,141.7797541906872
S003_P0016,2024-01-08,141.77975418073416
S003_P0017,2024-01-02,141.51617579588117
S003_P0017,2024-01-03,143.03319110878218
S003_P0017,2024-01-04,143.0450500159405
S003_P0017,2024-01-05,143.0451427201326
S003_P0017,2024-01-06,143.0451434448256
S003_P0017,2024-01-07,143.04514345049074
S003_P0017,2024-01-08,143.04514345053502
S003_P0018,2024-01-02,131.19153792324394
S003_P0018,2024-01-03,131.41687126488895
S003_P0018,2024-01-04,131.58089610028898
S003_P0018,2024-01-05,131.70029319630504
S003_P0018,2024-01-06,131.7872048307676
S003_P0018,2024-01-07,131.85046962075825
S003_P0018,2024-01-08,131.89652137985027
S003_P0019,2024-01-02,141.55711982968486
S003_P0019,2024-01-03,143.2405008529609
S003_P0019,2024-01-04,142.94300967099406
S003_P0019,2024-01-05,142.9955830350301
S003_P0019,2024-01-06,142.98629214248064
S003_P0019,2024-01-07,142.98793405157184
S003_P0019,2024-01-08,142.9876438894104
S003_P0020,2024-01-02,139.96827122282104
S003_P0020,2024-01-03,139.1028767085131
S003_P0020,2024-01-04,138.54751496528695
S003_P0020,2024-01-05,138.19111489486838
S003_P0020,2024-01-06,137.9623972855918
S003_P0020,2024-01-07,137.8156191305489
S003_P0020,2024-01-08,137.7214251291953
S004_P0001,2024-01-02,147.66288429250332
S004_P0001,2024-01-03,134.0351733215303
S004_P0001,2024-01-04,140.7575606199319
S004_P0001,2024-01-05,137.44148713657384
S004_P0001,2024-01-06,139.07726663854407
S004_P0001,2024-01-07,138.27035611846827
S004_P0001,2024-01-08,138.6683954548365
S004_P0002,2024-01-02,129.8322526258981
S004_P0002,2024-01-03,130.45243640606748
S004_P0002,2024-01-04,130.44867756282218
S004_P0002,2024-01-05,130.4487003446217
S004_P0002,2024-01-06,130.44870020654454
S004_P0002,2024-01-07,130.4487002073814
S004_P0002,2024-01-08,130.44870020737633
S004_P0003,2024-01-02,135.21264116019805
S004_P0003,2024-01-03,132.27639960278412
S004_P0003,2024-01-04,130.77089133275845
S004_P0003,2024-01-05,129.99896739298833
S004_P0003,2024-01-06,129.60317642946205
S004_P0003,2024-01-07,129.40024129720575
S004_P0003,2024-01-08,129.29618973539908
S004_P0004,2024-01-02,134.02849558539043
S004_P0004,2024-01-03,133.73933368045482
S004_P0004,2024-01-04,133.47850280736884
S004_P0004,2024-01-05,133.24322719466338
S004_P0004,2024-01-06,133.03100303086327
S004_P0004,2024-01-07,132.83957181883602
S004_P0004,2024-01-08,132.66689634078472
S004_P0005,2024-01-02,136.00973318405175
S004_P0005,2024-01-03,136.64895180191812
S004_P0005,2024-01-04,136.95102741834074
S004_P0005,2024-01-05,137.0937793274477
S004_P0005,2024-01-06,137.16123961369988
S004_P0005,2024-01-07,137.19311932900246
S004_P0005,2024-01-08,137.20818472976242
S004_P0006,2024-01-02,148.1024517137866
S004_P0006,2024-01-03,147.68919051774
S004_P0006,2024-01-04,147.30115554147108
S004_P0006,2024-01-05,146.93680693035432
S004_P0006,2024-01-06,146.59469882530894
S004_P0006,2024-01-07,146.27347362513862
S004_P0006,2024-01-08,145.9718565991089
S004_P0007,2024-01-02,130.94071217208975
S004_P0007,2024-01-03,130.31120601031222
S004_P0007,2024-01-04,130.39054976582727
S004_P0007,2024-01-05,130.38054917818974
S004_P0007,2024-01-06,130.38180966494696
S004_P0007,2024-01-07,130.38165079159643
S004_P0007,2024-01-08,130.38167081619517
S004_P0008,2024-01-02,134.01549730911952
S004_P0008,2024-01-03,134.57112226866823
S004_P0008,2024-01-04,134.57045060396874
S004_P0008,2024-01-05,134.57045141590754
S004_P0008,2024-01-06,134.57045141492603
S004_P0008,2024-01-07,134.57045141492722
S004_P0008,2024-01-08,134.57045141492722
S004_P0009,2024-01-02,136.634479960874
S004_P0009,2024-01-03,134.45192972429842
S004_P0009,2024-01-04,134.60669093806914
S004_P0009,2024-01-05,134.59571706315603
S004_P0009,2024-01-06,134.5964952034127
S004_P0009,2024-01-07,134.59644002670768
S004_P0009,2024-01-08,134.5964439392013
S004_P0010,2024-01-02,137.96582995299374
S004_P0010,2024-01-03,137.86296510255076
S004_P0010,2024-01-04,137.8219682983086
S004_P0010,2024-01-05,137.80562901476486
S004_P0010,2024-01-06,137.79911699043376
S004_P0010,2024-01-07,137.79652162199088
S004_P0010,2024-01-08,137.79548723744134
S004_P0011,2024-01-02,139.47227133423058
S004_P0011,2024-01-03,139.54470415656675
S004_P0011,2024-01-04,139.59716763869767
S004_P0011,2024-01-05,139.63516722049673
S004_P0011,2024-01-06,139.6626905216246
S004_P0011,2024-01-07,139.68262579641208
S004_P0011,2024-01-08,139.69706502297893
S004_P0012,2024-01-02,129.56249625399198
S004_P0012,2024-01-03,131.30213463954195
S004_P0012,2024-01-04,131.6733849787915
S004_P0012,2024-01-05,131.75261225702226
S004_P0012,2024-01-06,131.76951988228814
S004_P0012,2024-01-07,131.77312808136443
S004_P0012,2024-01-08,131.7738980949157
S004_P0013,2024-01-02,131.44452700179716
S004_P0013,2024-01-03,131.36568022553487
S004_P0013,2024-01-04,131.40770293257827
S004_P0013,2024-01-05,131.3853062286042
S004_P0013,2024-01-06,131.39724292626587
S004_P0013,2024-01-07,131.390881063769
S004_P0013,2024-01-08,131.3942717247019
S004_P0014,2024-01-02,142.87019134582644
S004_P0014,2024-01-03,142.40981817741238
S004_P0014,2024-01-04,142.24625691587428
S004_P0014,2024-01-05,142.18814691270427
S004_P0014,2024-01-06,142.1675016056391
S004_P0014,2024-01-07,142.16016674622483
S004_P0014,2024-01-08,142.15756081924795
S004_P0015,2024-01-02,135.7571113926446
S004_P0015,2024-01-03,138.3637804646368
S004_P0015,2024-01-04,137.48604629962367
S004_P0015,2024-01-05,137.78160252220258
S004_P0015,2024-01-06,137.68208095384276
S004_P0015,2024-01-07,137.71559248840757
S004_P0015,2024-01-08,137.70430827165538
S004_P0016,2024-01-02,145.3780674093465
S004_P0016,2024-01-03,143.8052271300355
S004_P0016,2024-01-04,143.44251122774497
S004_P0016,2024-01-05,143.35886457429578
S004_P0016,2024-01-06,143.3395746490704
S004_P0016,2024-01-07,143.33512616010094
S004_P0016,2024-01-08,143.33410028499358
S004_P0017,2024-01-02,137.79029666674467
S004_P0017,2024-01-03,134.46630740192427
S004_P0017,2024-01-04,136.1866856076842
S004_P0017,2024-01-05,135.29627925102778
S004_P0017,2024-01-06,135.75712180141568
S004_P0017,2024-01-07,135.51860614543418
S004_P0017,2024-01-08,135.64205333602106
S004_P0018,2024-01-02,119.94934943644502
S004_P0018,2024-01-03,129.50299569572718
S004_P0018,2024-01-04,128.52252005687788
S004_P0018,2024-01-05,128.62314472439087
S004_P0018,2024-01-06,128.61281777356118
S004_P0018,2024-01-07,128.61387761222772
S004_P0018,2024-01-08,128.61376884265792
S004_P0019,2024-01-02,140.21971186621
S004_P0019,2024-01-03,135.77212247236432
S004_P0019,2024-01-04,136.67489911206124
S004_P0019,2024-01-05,136.4916525060885
S004_P0019,2024-01-06,136.52884810589026
S004_P0019,2024-01-07,136.52129810169092
S004_P0019,2024-01-08,136.52283060993688
S004_P0020,2024-01-02,135.8120854328982
S004_P0020,2024-01-03,135.83994873034234
S004_P0020,2024-01-04,135.8399452755631
S004_P0020,2024-01-05,135.83994527599148
S004_P0020,2024-01-06,135.83994527599145
S004_P0020,2024-01-07,135.83994527599145
S004_P0020,2024-01-08,135.83994527599145
S005_P0001,2024-01-02,130.22303007709635
S005_P0001,2024-01-03,130.395884601568
S005_P0001,2024-01-04,130.53212738982631
S005_P0001,2024-01-05,130.6395130507405
S005_P0001,2024-01-06,130.72415371552282
S005_P0001,2024-01-07,130.79086692540392
S005_P0001,2024-01-08,130.84344983438848
S005_P0002,2024-01-02,127.61303522325748
S005_P0002,2024-01-03,140.8072003021403
S005_P0002,2024-01-04,127.8558693380317
S005_P0002,2024-01-05,140.5688354665471
S005_P0002,2024-01-06,128.08984715000508
S005_P0002,2024-01-07,140.33916393651788
S005_P0002,2024-01-08,128.31529165374275
S005_P0003,2024-01-02,146.50890295835913
S005_P0003,2024-01-03,143.66942899967907
S005_P0003,2024-01-04,144.94981158924472
S005_P0003,2024-01-05,144.37245831905489
S005_P0003,2024-01-06,144.63279987736362
S005_P0003,2024-01-07,144.51540602080792
S005_P0003,2024-01-08,144.56834154768478
S005_P0004,2024-01-02,141.0173376579885
S005_P0004,2024-01-03,139.36565953224763
S005_P0004,2024-01-04,138.18328935408775
S005_P0004,2024-01-05,137.33687792778468
S005_P0004,2024-01-06,136.73096590817394
S005_P0004,2024-01-07,136.29721777564657
S005_P0004,2024-01-08,135.98671487030424
S005_P0005,2024-01-02,142.2105218167955
S005_P0005,2024-01-03,141.82765442943725
S005_P0005,2024-01-04,141.86806708080508
S005_P0005,2024-01-05,141.86380142004498
S005_P0005,2024-01-06,141.8642516716643
S005_P0005,2024-01-07,141.86420414643152
S005_P0005,2024-01-08,141.8642091628438
S005_P0006,2024-01-02,139.51653866820828
S005_P0006,2024-01-03,136.8889681421727
S005_P0006,2024-01-04,135.88135604052633
S005_P0006,2024-01-05,135.4949602664361
S005_P0006,2024-01-06,135.3467864860787
S005_P0006,2024-01-07,135.28996529222096
S005_P0006,2024-01-08,135.26817568771986
S005_P0007,2024-01-02,142.7320611110553
S005_P0007,2024-01-03,138.61922312373164
S005_P0007,2024-01-04,138.44575189810007
S005_P0007,2024-01-05,138.43843523106509
S005_P0007,2024-01-06,138.43812662878074
S005_P0007,2024-01-07,138.4381136125577
S005_P0007,2024-01-08,138.43811306355963
S005_P0008,2024-01-02,135.05973148147928
S005_P0008,2024-01-03,133.87451788767302
S005_P0008,2024-01-04,133.87005802508432
S005_P0008,2024-01-05,133.87004124298323
S005_P0008,2024-01-06,133.87004117983355
S005_P0008,2024-01-07,133.87004117959594
S005_P0008,2024-01-08,133.87004117959503
S005_P0009,2024-01-02,139.56339715136087
S005_P0009,2024-01-03,136.89218473826188
S005_P0009,2024-01-04,136.33885702390663
S005_P0009,2024-01-05,136.22423807485856
S005_P0009,2024-01-06,136.20049535758622
S005_P0009,2024-01-07,136.1955771775806
S005_P0009,2024-01-08,136.19455840225297
S005_P0010,2024-01-02,137.80403681101768
S005_P0010,2024-01-03,137.49723208997366
S005_P0010,2024-01-04,137.5635081788805
S005_P0010,2024-01-05,137.54919118940967
S005_P0010,2024-01-06,137.5522839516847
S005_P0010,2024-01-07,137.55161585183666
S005_P0010,2024-01-08,137.55176017505562
S005_P0011,2024-01-02,129.52679194277908
S005_P0011,2024-01-03,143.1768899029735
S005_P0011,2024-01-04,130.32237444802982
S005_P0011,2024-01-05,142.42767713986723
S005_P0011,2024-01-06,131.02792008370767
S005_P0011,2024-01-07,141.76325353613657
